"시점","월별(1)","발전원별(1)",발전원별(2),발전원별(3),데이터
"2020","2월","타사",복합화력,소계,6515430
"2020","2월","타사",신재생,소계,1673018
"2020","2월","타사",집단,소계,4181286
"2020","2월","타사",기타,소계,434147
"2020","2월","사업자(종합)",소계,소계,46262813
"2020","2월","사업자(종합)",수력,소계,528194
"2020","2월","사업자(종합)",수력,일반,156746
"2020","2월","사업자(종합)",수력,양수,319588
"2020","2월","사업자(종합)",수력,소수력,51859
"2020","2월","사업자(종합)",기력,소계,15531694
"2020","2월","사업자(종합)",기력,무연탄,214361
"2020","2월","사업자(종합)",기력,유연탄,15263871
"2020","2월","사업자(종합)",기력,중유,10102
"2020","2월","사업자(종합)",기력,LNG,43360
"2020","2월","사업자(종합)",복합화력,소계,10292552
"2020","2월","사업자(종합)",원자력,소계,12690402
"2020","2월","사업자(종합)",신재생,소계,2271928
"2020","2월","사업자(종합)",집단,소계,4486971
"2020","2월","사업자(종합)",내연력,소계,23374
"2020","2월","사업자(종합)",기타,소계,437699
"2020","2월","상용자가",한전구입,소계,186185
"2020","2월","총발전량",사업자+한전구입,소계,46448998
"2020","3월","한전 및 자회사",소계,소계,31666663
"2020","3월","한전 및 자회사",수력,소계,372560
"2020","3월","한전 및 자회사",수력,일반,60797
"2020","3월","한전 및 자회사",수력,양수,302056
"2020","3월","한전 및 자회사",수력,소수력,9707
"2020","3월","한전 및 자회사",기력,소계,12444011
"2020","3월","한전 및 자회사",기력,무연탄,103669
"2020","3월","한전 및 자회사",기력,유연탄,12305217
"2020","3월","한전 및 자회사",기력,중유,35125
"2020","3월","한전 및 자회사",기력,LNG,-
"2020","3월","한전 및 자회사",복합화력,소계,3386004
"2020","3월","한전 및 자회사",원자력,소계,14463259
"2020","3월","한전 및 자회사",신재생,소계,672669
"2020","3월","한전 및 자회사",집단,소계,295406
"2020","3월","한전 및 자회사",내연력,소계,25248
"2020","3월","한전 및 자회사",기타,소계,7505
"2020","3월","타사",소계,소계,14336532
"2020","3월","타사",수력,소계,161235
"2020","3월","타사",수력,일반,116540
"2020","3월","타사",수력,소수력,44695
"2020","3월","타사",기력,유연탄,538273
"2020","3월","타사",복합화력,소계,6777443
"2020","3월","타사",신재생,소계,2237382
"2020","3월","타사",집단,소계,4135800
"2020","3월","타사",기타,소계,486399
"2020","3월","사업자(종합)",소계,소계,46003195
"2020","3월","사업자(종합)",수력,소계,533795
"2020","3월","사업자(종합)",수력,일반,177337
"2020","3월","사업자(종합)",수력,양수,302056
"2020","3월","사업자(종합)",수력,소수력,54401
"2020","3월","사업자(종합)",기력,소계,12982284
"2020","3월","사업자(종합)",기력,무연탄,103669
"2020","3월","사업자(종합)",기력,유연탄,12843489
"2020","3월","사업자(종합)",기력,중유,35125
"2020","3월","사업자(종합)",기력,LNG,-
"2020","3월","사업자(종합)",복합화력,소계,10163447
"2020","3월","사업자(종합)",원자력,소계,14463259
"2020","3월","사업자(종합)",신재생,소계,2910051
"2020","3월","사업자(종합)",집단,소계,4431206
"2020","3월","사업자(종합)",내연력,소계,25248
"2020","3월","사업자(종합)",기타,소계,493904
"2020","3월","상용자가",한전구입,소계,161733
"2020","3월","총발전량",사업자+한전구입,소계,46164928
"2020","4월","한전 및 자회사",소계,소계,30816603
"2020","4월","한전 및 자회사",수력,소계,359189
"2020","4월","한전 및 자회사",수력,일반,53417
"2020","4월","한전 및 자회사",수력,양수,297160
"2020","4월","한전 및 자회사",수력,소수력,8613
"2020","4월","한전 및 자회사",기력,소계,13448443
"2020","4월","한전 및 자회사",기력,무연탄,129360
"2020","4월","한전 및 자회사",기력,유연탄,13254117
"2020","4월","한전 및 자회사",기력,중유,64966
"2020","4월","한전 및 자회사",기력,LNG,-
"2020","4월","한전 및 자회사",복합화력,소계,2312329
"2020","4월","한전 및 자회사",원자력,소계,13688789
"2020","4월","한전 및 자회사",신재생,소계,619708
"2020","4월","한전 및 자회사",집단,소계,350720
"2020","4월","한전 및 자회사",내연력,소계,29962
"2020","4월","한전 및 자회사",기타,소계,7463
"2020","4월","타사",소계,소계,11300065
"2020","4월","타사",수력,소계,151887
"2020","4월","타사",수력,일반,113369
"2020","4월","타사",수력,소수력,38519
"2020","4월","타사",기력,유연탄,653994
"2020","4월","타사",복합화력,소계,4499786
"2020","4월","타사",신재생,소계,2452177
"2020","4월","타사",집단,소계,3078005
"2020","4월","타사",기타,소계,464216
"2020","4월","사업자(종합)",소계,소계,42116669
"2020","4월","사업자(종합)",수력,소계,511077
"2020","4월","사업자(종합)",수력,일반,166785
"2020","4월","사업자(종합)",수력,양수,297160
"2020","4월","사업자(종합)",수력,소수력,47132
"2020","4월","사업자(종합)",기력,소계,14102437
"2020","4월","사업자(종합)",기력,무연탄,129360
"2020","4월","사업자(종합)",기력,유연탄,13908111
"2020","4월","사업자(종합)",기력,중유,64966
"2020","4월","사업자(종합)",기력,LNG,-
"2020","4월","사업자(종합)",복합화력,소계,6812115
"2020","4월","사업자(종합)",원자력,소계,13688789
"2020","4월","사업자(종합)",신재생,소계,3071885
"2020","4월","사업자(종합)",집단,소계,3428726
"2020","4월","사업자(종합)",내연력,소계,29962
"2020","4월","사업자(종합)",기타,소계,471678
"2020","4월","상용자가",한전구입,소계,138726
"2020","4월","총발전량",사업자+한전구입,소계,42255395
"2020","5월","한전 및 자회사",소계,소계,31392127
"2020","5월","한전 및 자회사",수력,소계,378390
"2020","5월","한전 및 자회사",수력,일반,79817
"2020","5월","한전 및 자회사",수력,양수,286604
"2020","5월","한전 및 자회사",수력,소수력,11968
"2020","5월","한전 및 자회사",기력,소계,13199462
"2020","5월","한전 및 자회사",기력,무연탄,203416
"2020","5월","한전 및 자회사",기력,유연탄,12979191
"2020","5월","한전 및 자회사",기력,중유,4681
"2020","5월","한전 및 자회사",기력,LNG,12174
"2020","5월","한전 및 자회사",복합화력,소계,1875182
"2020","5월","한전 및 자회사",원자력,소계,15257951
"2020","5월","한전 및 자회사",신재생,소계,391646
"2020","5월","한전 및 자회사",집단,소계,256460
"2020","5월","한전 및 자회사",내연력,소계,25961
"2020","5월","한전 및 자회사",기타,소계,7074
"2020","5월","타사",소계,소계,10058711
"2020","5월","타사",수력,소계,183915
"2020","5월","타사",수력,일반,132694
"2020","5월","타사",수력,소수력,51221
"2020","5월","타사",기력,유연탄,702225
"2020","5월","타사",복합화력,소계,3854329
"2020","5월","타사",신재생,소계,2219032
"2020","5월","타사",집단,소계,2605443
"2020","5월","타사",기타,소계,493768
"2020","5월","사업자(종합)",소계,소계,41450839
"2020","5월","사업자(종합)",수력,소계,562305
"2020","5월","사업자(종합)",수력,일반,212511
"2020","5월","사업자(종합)",수력,양수,286604
"2020","5월","사업자(종합)",수력,소수력,63189
"2020","5월","사업자(종합)",기력,소계,13901687
"2020","5월","사업자(종합)",기력,무연탄,203416
"2020","5월","사업자(종합)",기력,유연탄,13681416
"2020","5월","사업자(종합)",기력,중유,4681
"2020","5월","사업자(종합)",기력,LNG,12174
"2020","5월","사업자(종합)",복합화력,소계,5729510
"2020","5월","사업자(종합)",원자력,소계,15257951
"2020","5월","사업자(종합)",신재생,소계,2610678
"2020","5월","사업자(종합)",집단,소계,2861903
"2020","5월","사업자(종합)",내연력,소계,25961
"2020","5월","사업자(종합)",기타,소계,500842
"2020","5월","상용자가",한전구입,소계,130525
"2020","5월","총발전량",사업자+한전구입,소계,41581363
"2020","6월","한전 및 자회사",소계,소계,32817024
"2020","6월","한전 및 자회사",수력,소계,322388
"2020","6월","한전 및 자회사",수력,일반,84248
"2020","6월","한전 및 자회사",수력,양수,224858
"2020","6월","한전 및 자회사",수력,소수력,13282
"2020","6월","한전 및 자회사",기력,소계,15230741
"2020","6월","한전 및 자회사",기력,무연탄,266268
"2020","6월","한전 및 자회사",기력,유연탄,14948507
"2020","6월","한전 및 자회사",기력,중유,-
"2020","6월","한전 및 자회사",기력,LNG,15966
"2020","6월","한전 및 자회사",복합화력,소계,2595596
"2020","6월","한전 및 자회사",원자력,소계,14069176
"2020","6월","한전 및 자회사",신재생,소계,278709
"2020","6월","한전 및 자회사",집단,소계,280040
"2020","6월","한전 및 자회사",내연력,소계,36005
"2020","6월","한전 및 자회사",기타,소계,4370
"2020","6월","타사",소계,소계,10803501
"2020","6월","타사",수력,소계,190278
"2020","6월","타사",수력,일반,142188
"2020","6월","타사",수력,소수력,48090
"2020","6월","타사",기력,유연탄,551878
"2020","6월","타사",복합화력,소계,4899190
"2020","6월","타사",신재생,소계,2127057
"2020","6월","타사",집단,소계,2460951
"2020","6월","타사",기타,소계,574147
"2020","6월","사업자(종합)",소계,소계,43620525
"2020","6월","사업자(종합)",수력,소계,512666
"2020","6월","사업자(종합)",수력,일반,226436
"2020","6월","사업자(종합)",수력,양수,224858
"2020","6월","사업자(종합)",수력,소수력,61373
"2020","6월","사업자(종합)",기력,소계,15782619
"2020","6월","사업자(종합)",기력,무연탄,266268
"2020","6월","사업자(종합)",기력,유연탄,15500385
"2020","6월","사업자(종합)",기력,중유,-
"2020","6월","사업자(종합)",기력,LNG,15966
"2020","6월","사업자(종합)",복합화력,소계,7494786
"2020","6월","사업자(종합)",원자력,소계,14069176
"2020","6월","사업자(종합)",신재생,소계,2405765
"2020","6월","사업자(종합)",집단,소계,2740991
"2020","6월","사업자(종합)",내연력,소계,36005
"2020","6월","사업자(종합)",기타,소계,578517
"2020","6월","상용자가",한전구입,소계,209093
"2020","6월","총발전량",사업자+한전구입,소계,43829618
"2020","7월","한전 및 자회사",소계,소계,34656944
"2020","7월","한전 및 자회사",수력,소계,351908
"2020","7월","한전 및 자회사",수력,일반,98115
"2020","7월","한전 및 자회사",수력,양수,236944
"2020","7월","한전 및 자회사",수력,소수력,16848
"2020","7월","한전 및 자회사",기력,소계,17358225
"2020","7월","한전 및 자회사",기력,무연탄,274849
"2020","7월","한전 및 자회사",기력,유연탄,17071898
"2020","7월","한전 및 자회사",기력,중유,-
"2020","7월","한전 및 자회사",기력,LNG,11477
"2020","7월","한전 및 자회사",복합화력,소계,2456440
"2020","7월","한전 및 자회사",원자력,소계,13720945
"2020","7월","한전 및 자회사",신재생,소계,465353
"2020","7월","한전 및 자회사",집단,소계,269350
"2020","7월","한전 및 자회사",내연력,소계,27539
"2020","7월","한전 및 자회사",기타,소계,7185
"2020","7월","타사",소계,소계,11876711
"2020","7월","타사",수력,소계,260416
"2020","7월","타사",수력,일반,203622
"2020","7월","타사",수력,소수력,56794
"2020","7월","타사",기력,유연탄,755233
"2020","7월","타사",복합화력,소계,5723093
"2020","7월","타사",신재생,소계,1690678
"2020","7월","타사",집단,소계,2898214
"2020","7월","타사",기타,소계,549077
"2020","7월","사업자(종합)",소계,소계,46533655
"2020","7월","사업자(종합)",수력,소계,612324
"2020","7월","사업자(종합)",수력,일반,301737
"2020","7월","사업자(종합)",수력,양수,236944
"2020","7월","사업자(종합)",수력,소수력,73642
"2020","7월","사업자(종합)",기력,소계,18113457
"2020","7월","사업자(종합)",기력,무연탄,274849
"2020","7월","사업자(종합)",기력,유연탄,17827131
"2020","7월","사업자(종합)",기력,중유,-
"2020","7월","사업자(종합)",기력,LNG,11477
"2020","7월","사업자(종합)",복합화력,소계,8179533
"2020","7월","사업자(종합)",원자력,소계,13720945
"2020","7월","사업자(종합)",신재생,소계,2156031
"2020","7월","사업자(종합)",집단,소계,3167564
"2020","7월","사업자(종합)",내연력,소계,27539
"2020","7월","사업자(종합)",기타,소계,556261
"2020","7월","상용자가",한전구입,소계,149795
"2020","7월","총발전량",사업자+한전구입,소계,46683450
"2020","8월","한전 및 자회사",소계,소계,37028344
"2020","8월","한전 및 자회사",수력,소계,486106
"2020","8월","한전 및 자회사",수력,일반,196832
"2020","8월","한전 및 자회사",수력,양수,271733
"2020","8월","한전 및 자회사",수력,소수력,17542
"2020","8월","한전 및 자회사",기력,소계,19152660
"2020","8월","한전 및 자회사",기력,무연탄,155300
"2020","8월","한전 및 자회사",기력,유연탄,18761178
"2020","8월","한전 및 자회사",기력,중유,121015
"2020","8월","한전 및 자회사",기력,LNG,115167
"2020","8월","한전 및 자회사",복합화력,소계,3796792
"2020","8월","한전 및 자회사",원자력,소계,12526259
"2020","8월","한전 및 자회사",신재생,소계,682866
"2020","8월","한전 및 자회사",집단,소계,341251
"2020","8월","한전 및 자회사",내연력,소계,39266
"2020","8월","한전 및 자회사",기타,소계,3144
"2020","8월","타사",소계,소계,13875049
"2020","8월","타사",수력,소계,588282
"2020","8월","타사",수력,일반,538536
"2020","8월","타사",수력,소수력,49746
"2020","8월","타사",기력,유연탄,807338
"2020","8월","타사",복합화력,소계,6806697
"2020","8월","타사",신재생,소계,2014383
"2020","8월","타사",집단,소계,3138279
"2020","8월","타사",기타,소계,520069
"2020","8월","사업자(종합)",소계,소계,50903392
"2020","8월","사업자(종합)",수력,소계,1074388
"2020","8월","사업자(종합)",수력,일반,735368
"2020","8월","사업자(종합)",수력,양수,271733
"2020","8월","사업자(종합)",수력,소수력,67287
"2020","8월","사업자(종합)",기력,소계,19959998
"2020","8월","사업자(종합)",기력,무연탄,155300
"2020","8월","사업자(종합)",기력,유연탄,19568516
"2020","8월","사업자(종합)",기력,중유,121015
"2020","8월","사업자(종합)",기력,LNG,115167
"2020","8월","사업자(종합)",복합화력,소계,10603489
"2020","8월","사업자(종합)",원자력,소계,12526259
"2020","8월","사업자(종합)",신재생,소계,2697249
"2020","8월","사업자(종합)",집단,소계,3479530
"2020","8월","사업자(종합)",내연력,소계,39266
"2020","8월","사업자(종합)",기타,소계,523212
"2020","8월","상용자가",한전구입,소계,147518
"2020","8월","총발전량",사업자+한전구입,소계,51050911
"2020","9월","한전 및 자회사",소계,소계,31732039
"2020","9월","한전 및 자회사",수력,소계,465670
"2020","9월","한전 및 자회사",수력,일반,199410
"2020","9월","한전 및 자회사",수력,양수,250835
"2020","9월","한전 및 자회사",수력,소수력,15425
"2020","9월","한전 및 자회사",기력,소계,17490336
"2020","9월","한전 및 자회사",기력,무연탄,17746
"2020","9월","한전 및 자회사",기력,유연탄,16915898
"2020","9월","한전 및 자회사",기력,중유,515236
"2020","9월","한전 및 자회사",기력,LNG,41455
"2020","9월","한전 및 자회사",복합화력,소계,3384824
"2020","9월","한전 및 자회사",원자력,소계,9292564
"2020","9월","한전 및 자회사",신재생,소계,734131
"2020","9월","한전 및 자회사",집단,소계,320488
"2020","9월","한전 및 자회사",내연력,소계,40082
"2020","9월","한전 및 자회사",기타,소계,3945
"2020","9월","타사",소계,소계,12776450
"2020","9월","타사",수력,소계,414568
"2020","9월","타사",수력,일반,361959
"2020","9월","타사",수력,소수력,52609
"2020","9월","타사",기력,유연탄,737858
"2020","9월","타사",복합화력,소계,6395332
"2020","9월","타사",신재생,소계,1983887
"2020","9월","타사",집단,소계,2729017
"2020","9월","타사",기타,소계,515788
"2020","9월","사업자(종합)",소계,소계,44508489
"2020","9월","사업자(종합)",수력,소계,880238
"2020","9월","사업자(종합)",수력,일반,561369
"2020","9월","사업자(종합)",수력,양수,250835
"2020","9월","사업자(종합)",수력,소수력,68034
"2020","9월","사업자(종합)",기력,소계,18228194
"2020","9월","사업자(종합)",기력,무연탄,17746
"2020","9월","사업자(종합)",기력,유연탄,17653756
"2020","9월","사업자(종합)",기력,중유,515236
"2020","9월","사업자(종합)",기력,LNG,41455
"2020","9월","사업자(종합)",복합화력,소계,9780155
"2020","9월","사업자(종합)",원자력,소계,9292564
"2020","9월","사업자(종합)",신재생,소계,2718018
"2020","9월","사업자(종합)",집단,소계,3049505
"2020","9월","사업자(종합)",내연력,소계,40082
"2020","9월","사업자(종합)",기타,소계,519733
"2020","9월","상용자가",한전구입,소계,90953
"2020","9월","총발전량",사업자+한전구입,소계,44599442
"2020","10월","한전 및 자회사",소계,소계,29877629
"2020","10월","한전 및 자회사",수력,소계,320248
"2020","10월","한전 및 자회사",수력,일반,64207
"2020","10월","한전 및 자회사",수력,양수,243082
"2020","10월","한전 및 자회사",수력,소수력,12959
"2020","10월","한전 및 자회사",기력,소계,12902403
"2020","10월","한전 및 자회사",기력,무연탄,10420
"2020","10월","한전 및 자회사",기력,유연탄,12771246
"2020","10월","한전 및 자회사",기력,중유,109619
"2020","10월","한전 및 자회사",기력,LNG,11118
"2020","10월","한전 및 자회사",복합화력,소계,2396934
"2020","10월","한전 및 자회사",원자력,소계,13468311
"2020","10월","한전 및 자회사",신재생,소계,634746
"2020","10월","한전 및 자회사",집단,소계,110932
"2020","10월","한전 및 자회사",내연력,소계,36319
"2020","10월","한전 및 자회사",기타,소계,7737
"2020","10월","타사",소계,소계,13159355
"2020","10월","타사",수력,소계,153731
"2020","10월","타사",수력,일반,119455
"2020","10월","타사",수력,소수력,34276
"2020","10월","타사",기력,유연탄,723137
"2020","10월","타사",복합화력,소계,6996758
"2020","10월","타사",신재생,소계,2262237
"2020","10월","타사",집단,소계,2919256
"2020","10월","타사",기타,소계,104236
"2020","10월","사업자(종합)",소계,소계,43036984
"2020","10월","사업자(종합)",수력,소계,473979
"2020","10월","사업자(종합)",수력,일반,183662
"2020","10월","사업자(종합)",수력,양수,243082
"2020","10월","사업자(종합)",수력,소수력,47235
"2020","10월","사업자(종합)",기력,소계,13625540
"2020","10월","사업자(종합)",기력,무연탄,10420
"2020","10월","사업자(종합)",기력,유연탄,13494382
"2020","10월","사업자(종합)",기력,중유,109619
"2020","10월","사업자(종합)",기력,LNG,11118
"2020","10월","사업자(종합)",복합화력,소계,9393692
"2020","10월","사업자(종합)",원자력,소계,13468311
"2020","10월","사업자(종합)",신재생,소계,2896983
"2020","10월","사업자(종합)",집단,소계,3030188
"2020","10월","사업자(종합)",내연력,소계,36319
"2020","10월","사업자(종합)",기타,소계,111973
"2020","10월","상용자가",한전구입,소계,127491
"2020","10월","총발전량",사업자+한전구입,소계,43164475
"2020","11월","한전 및 자회사",소계,소계,31262634
"2020","11월","한전 및 자회사",수력,소계,288517
"2020","11월","한전 및 자회사",수력,일반,55234
"2020","11월","한전 및 자회사",수력,양수,222581
"2020","11월","한전 및 자회사",수력,소수력,10702
"2020","11월","한전 및 자회사",기력,소계,13114734
"2020","11월","한전 및 자회사",기력,무연탄,258801
"2020","11월","한전 및 자회사",기력,유연탄,12610811
"2020","11월","한전 및 자회사",기력,중유,245122
"2020","11월","한전 및 자회사",기력,LNG,-
"2020","11월","한전 및 자회사",복합화력,소계,2901399
"2020","11월","한전 및 자회사",원자력,소계,14048115
"2020","11월","한전 및 자회사",신재생,소계,649519
"2020","11월","한전 및 자회사",집단,소계,210764
"2020","11월","한전 및 자회사",내연력,소계,43054
"2020","11월","한전 및 자회사",기타,소계,6533
"2020","11월","타사",소계,소계,13620189
"2020","11월","타사",수력,소계,136221
"2020","11월","타사",수력,일반,106479
"2020","11월","타사",수력,소수력,29742
"2020","11월","타사",기력,유연탄,754074
"2020","11월","타사",복합화력,소계,6442393
"2020","11월","타사",신재생,소계,1963289
"2020","11월","타사",집단,소계,4202204
"2020","11월","타사",기타,소계,122008
"2020","11월","사업자(종합)",소계,소계,44882823
"2020","11월","사업자(종합)",수력,소계,424738
"2020","11월","사업자(종합)",수력,일반,161713
"2020","11월","사업자(종합)",수력,양수,222581
"2020","11월","사업자(종합)",수력,소수력,40445
"2020","11월","사업자(종합)",기력,소계,13868808
"2020","11월","사업자(종합)",기력,무연탄,258801
"2020","11월","사업자(종합)",기력,유연탄,13364885
"2020","11월","사업자(종합)",기력,중유,245122
"2020","11월","사업자(종합)",기력,LNG,-
"2020","11월","사업자(종합)",복합화력,소계,9343792
"2020","11월","사업자(종합)",원자력,소계,14048115
"2020","11월","사업자(종합)",신재생,소계,2612808
"2020","11월","사업자(종합)",집단,소계,4412968
"2020","11월","사업자(종합)",내연력,소계,43054
"2020","11월","사업자(종합)",기타,소계,128541
"2020","11월","상용자가",한전구입,소계,49273
"2020","11월","총발전량",사업자+한전구입,소계,44932096
"2020","12월","한전 및 자회사",소계,소계,35960067
"2020","12월","한전 및 자회사",수력,소계,360427
"2020","12월","한전 및 자회사",수력,일반,46669
"2020","12월","한전 및 자회사",수력,양수,302734
"2020","12월","한전 및 자회사",수력,소수력,11024
"2020","12월","한전 및 자회사",기력,소계,14761797
"2020","12월","한전 및 자회사",기력,무연탄,230340
"2020","12월","한전 및 자회사",기력,유연탄,13974503
"2020","12월","한전 및 자회사",기력,중유,374707
"2020","12월","한전 및 자회사",기력,LNG,182248
"2020","12월","한전 및 자회사",복합화력,소계,4686930
"2020","12월","한전 및 자회사",원자력,소계,15059831
"2020","12월","한전 및 자회사",신재생,소계,712653
"2020","12월","한전 및 자회사",집단,소계,321563
"2020","12월","한전 및 자회사",내연력,소계,51986
"2020","12월","한전 및 자회사",기타,소계,4881
"2020","12월","타사",소계,소계,15517971
"2020","12월","타사",수력,소계,135593
"2020","12월","타사",수력,일반,105609
"2020","12월","타사",수력,소수력,29984
"2020","12월","타사",기력,유연탄,749584
"2020","12월","타사",복합화력,소계,7568028
"2020","12월","타사",신재생,소계,2015232
"2020","12월","타사",집단,소계,4933155
"2020","12월","타사",기타,소계,116379
"2020","12월","사업자(종합)",소계,소계,51478038
"2020","12월","사업자(종합)",수력,소계,496020
"2020","12월","사업자(종합)",수력,일반,152278
"2020","12월","사업자(종합)",수력,양수,302734
"2020","12월","사업자(종합)",수력,소수력,41008
"2020","12월","사업자(종합)",기력,소계,15511381
"2020","12월","사업자(종합)",기력,무연탄,230340
"2020","12월","사업자(종합)",기력,유연탄,14724087
"2020","12월","사업자(종합)",기력,중유,374707
"2020","12월","사업자(종합)",기력,LNG,182248
"2020","12월","사업자(종합)",복합화력,소계,12254957
"2020","12월","사업자(종합)",원자력,소계,15059831
"2020","12월","사업자(종합)",신재생,소계,2727885
"2020","12월","사업자(종합)",집단,소계,5254718
"2020","12월","사업자(종합)",내연력,소계,51986
"2020","12월","사업자(종합)",기타,소계,121260
"2020","12월","상용자가",한전구입,소계,122070
"2020","12월","총발전량",사업자+한전구입,소계,51600108
"2021","합계","한전 및 자회사",소계,소계,400373182
"2021","합계","한전 및 자회사",수력,소계,4761910
"2021","합계","한전 및 자회사",수력,일반,927736
"2021","합계","한전 및 자회사",수력,양수,3682932
"2021","합계","한전 및 자회사",수력,소수력,151241
"2021","합계","한전 및 자회사",기력,소계,175090166
"2021","합계","한전 및 자회사",기력,무연탄,1853783
"2021","합계","한전 및 자회사",기력,유연탄,170565608
"2021","합계","한전 및 자회사",기력,중유,1493853
"2021","합계","한전 및 자회사",기력,LNG,1176921
"2021","합계","한전 및 자회사",복합화력,소계,49981779
"2021","합계","한전 및 자회사",원자력,소계,158015230
"2021","합계","한전 및 자회사",신재생,소계,8340828
"2021","합계","한전 및 자회사",집단,소계,3626727
"2021","합계","한전 및 자회사",내연력,소계,490697
"2021","합계","한전 및 자회사",기타,소계,65846
"2021","합계","타사",소계,소계,175412367
"2021","합계","타사",수력,소계,1975525
"2021","합계","타사",수력,일반,1464088
"2021","합계","타사",수력,소수력,511436
"2021","합계","타사",기력,유연탄,16485199
"2021","합계","타사",복합화력,소계,80376476
"2021","합계","타사",신재생,소계,30760728
"2021","합계","타사",집단,소계,44699062
"2021","합계","타사",기타,소계,1115378
"2021","합계","사업자(종합)",소계,소계,575785550
"2021","합계","사업자(종합)",수력,소계,6737434
"2021","합계","사업자(종합)",수력,일반,2391824
"2021","합계","사업자(종합)",수력,양수,3682932
"2021","합계","사업자(종합)",수력,소수력,662678
"2021","합계","사업자(종합)",기력,소계,191575365
"2021","합계","사업자(종합)",기력,무연탄,1853783
"2021","합계","사업자(종합)",기력,유연탄,187050807
"2021","합계","사업자(종합)",기력,중유,1493853
"2021","합계","사업자(종합)",기력,LNG,1176921
"2021","합계","사업자(종합)",복합화력,소계,130358255
"2021","합계","사업자(종합)",원자력,소계,158015230
"2021","합계","사업자(종합)",신재생,소계,39101556
"2021","합계","사업자(종합)",집단,소계,48325789
"2021","합계","사업자(종합)",내연력,소계,490697
"2021","합계","사업자(종합)",기타,소계,1181224
"2021","합계","상용자가",소계,소계,31982353
"2021","합계","상용자가",한전구입,소계,1023939
"2021","합계","상용자가",자가소비,소계,30958414
"2021","합계","총발전량",사업자+한전구입,소계,576809488
"2021","합계","총발전량",사업자+상용자가,소계,607767903
"2021","1월","한전 및 자회사",소계,소계,37204190
"2021","1월","한전 및 자회사",수력,소계,383414
"2021","1월","한전 및 자회사",수력,일반,48219
"2021","1월","한전 및 자회사",수력,양수,323699
"2021","1월","한전 및 자회사",수력,소수력,11496
"2021","1월","한전 및 자회사",기력,소계,16396875
"2021","1월","한전 및 자회사",기력,무연탄,238299
"2021","1월","한전 및 자회사",기력,유연탄,15803888
"2021","1월","한전 및 자회사",기력,중유,250396
"2021","1월","한전 및 자회사",기력,LNG,104292
"2021","1월","한전 및 자회사",복합화력,소계,5259779
"2021","1월","한전 및 자회사",원자력,소계,14042335
"2021","1월","한전 및 자회사",신재생,소계,722250
"2021","1월","한전 및 자회사",집단,소계,338860
"2021","1월","한전 및 자회사",내연력,소계,53778
"2021","1월","한전 및 자회사",기타,소계,6898
"2021","1월","타사",소계,소계,15763947
"2021","1월","타사",수력,소계,133352
"2021","1월","타사",수력,일반,106583
"2021","1월","타사",수력,소수력,26769
"2021","1월","타사",기력,유연탄,889305
"2021","1월","타사",복합화력,소계,7681977
"2021","1월","타사",신재생,소계,1973086
"2021","1월","타사",집단,소계,4998731
"2021","1월","타사",기타,소계,87494
"2021","1월","사업자(종합)",소계,소계,52968137
"2021","1월","사업자(종합)",수력,소계,516767
"2021","1월","사업자(종합)",수력,일반,154802
"2021","1월","사업자(종합)",수력,양수,323699
"2021","1월","사업자(종합)",수력,소수력,38265
"2021","1월","사업자(종합)",기력,소계,17286180
"2021","1월","사업자(종합)",기력,무연탄,238299
"2021","1월","사업자(종합)",기력,유연탄,16693193
"2021","1월","사업자(종합)",기력,중유,250396
"2021","1월","사업자(종합)",기력,LNG,104292
"2021","1월","사업자(종합)",복합화력,소계,12941756
"2021","1월","사업자(종합)",원자력,소계,14042335
"2021","1월","사업자(종합)",신재생,소계,2695337
"2021","1월","사업자(종합)",집단,소계,5337591
"2021","1월","사업자(종합)",내연력,소계,53778
"2021","1월","사업자(종합)",기타,소계,94393
"2021","1월","상용자가",소계,소계,...
"2021","1월","상용자가",한전구입,소계,187466
"2021","1월","상용자가",자가소비,소계,...
"2021","1월","총발전량",사업자+한전구입,소계,53155603
"2021","1월","총발전량",사업자+상용자가,소계,...
"2021","2월","한전 및 자회사",소계,소계,30946181
"2021","2월","한전 및 자회사",수력,소계,365910
"2021","2월","한전 및 자회사",수력,일반,48079
"2021","2월","한전 및 자회사",수력,양수,307903
"2021","2월","한전 및 자회사",수력,소수력,9928
"2021","2월","한전 및 자회사",기력,소계,12720042
"2021","2월","한전 및 자회사",기력,무연탄,134298
"2021","2월","한전 및 자회사",기력,유연탄,12460817
"2021","2월","한전 및 자회사",기력,중유,94611
"2021","2월","한전 및 자회사",기력,LNG,30316
"2021","2월","한전 및 자회사",복합화력,소계,4081229
"2021","2월","한전 및 자회사",원자력,소계,12731704
"2021","2월","한전 및 자회사",신재생,소계,692805
"2021","2월","한전 및 자회사",집단,소계,311313
"2021","2월","한전 및 자회사",내연력,소계,39715
"2021","2월","한전 및 자회사",기타,소계,3463
"2021","2월","타사",소계,소계,13882936
"2021","2월","타사",수력,소계,112177
"2021","2월","타사",수력,일반,89373
"2021","2월","타사",수력,소수력,22804
"2021","2월","타사",기력,유연탄,1098286
"2021","2월","타사",복합화력,소계,6208608
"2021","2월","타사",신재생,소계,2298451
"2021","2월","타사",집단,소계,4089749
"2021","2월","타사",기타,소계,75665
"2021","2월","사업자(종합)",소계,소계,44829117
"2021","2월","사업자(종합)",수력,소계,478088
"2021","2월","사업자(종합)",수력,일반,137452
