"시점","월별(1)","발전원별(1)",발전원별(2),발전원별(3),데이터
"2018","7월","사업자(종합)",집단,소계,3683450
"2018","7월","사업자(종합)",내연력,소계,55121
"2018","7월","상용자가",한전구입,소계,38407
"2018","7월","총발전량",사업자+한전구입,소계,52020038
"2018","8월","한전 및 자회사",소계,소계,40724680
"2018","8월","한전 및 자회사",수력,소계,523142
"2018","8월","한전 및 자회사",수력,일반,77215
"2018","8월","한전 및 자회사",수력,양수,428818
"2018","8월","한전 및 자회사",수력,소수력,17108
"2018","8월","한전 및 자회사",기력,소계,22694507
"2018","8월","한전 및 자회사",기력,무연탄,411523
"2018","8월","한전 및 자회사",기력,유연탄,21647283
"2018","8월","한전 및 자회사",기력,중유,635700
"2018","8월","한전 및 자회사",복합화력,소계,4023503
"2018","8월","한전 및 자회사",원자력,소계,12752550
"2018","8월","한전 및 자회사",신재생,소계,391433
"2018","8월","한전 및 자회사",집단,소계,293895
"2018","8월","한전 및 자회사",내연력,소계,45651
"2018","8월","타사",소계,소계,12481022
"2018","8월","타사",수력,소계,177068
"2018","8월","타사",수력,일반,137142
"2018","8월","타사",수력,소수력,39926
"2018","8월","타사",기력,유연탄,807075
"2018","8월","타사",복합화력,소계,6117017
"2018","8월","타사",신재생,소계,2017572
"2018","8월","타사",집단,소계,3362290
"2018","8월","사업자(종합)",소계,소계,53205702
"2018","8월","사업자(종합)",수력,소계,700210
"2018","8월","사업자(종합)",수력,일반,214358
"2018","8월","사업자(종합)",수력,양수,428818
"2018","8월","사업자(종합)",수력,소수력,57034
"2018","8월","사업자(종합)",기력,소계,23501581
"2018","8월","사업자(종합)",기력,무연탄,411523
"2018","8월","사업자(종합)",기력,유연탄,22454358
"2018","8월","사업자(종합)",기력,중유,635700
"2018","8월","사업자(종합)",복합화력,소계,10140520
"2018","8월","사업자(종합)",원자력,소계,12752550
"2018","8월","사업자(종합)",신재생,소계,2409005
"2018","8월","사업자(종합)",집단,소계,3656184
"2018","8월","사업자(종합)",내연력,소계,45651
"2018","8월","상용자가",한전구입,소계,29282
"2018","8월","총발전량",사업자+한전구입,소계,53234984
"2018","9월","한전 및 자회사",소계,소계,33373810
"2018","9월","한전 및 자회사",수력,소계,468617
"2018","9월","한전 및 자회사",수력,일반,76223
"2018","9월","한전 및 자회사",수력,양수,373797
"2018","9월","한전 및 자회사",수력,소수력,18597
"2018","9월","한전 및 자회사",기력,소계,18793228
"2018","9월","한전 및 자회사",기력,무연탄,341558
"2018","9월","한전 및 자회사",기력,유연탄,18271642
"2018","9월","한전 및 자회사",기력,중유,180028
"2018","9월","한전 및 자회사",복합화력,소계,2385985
"2018","9월","한전 및 자회사",원자력,소계,11074114
"2018","9월","한전 및 자회사",신재생,소계,381246
"2018","9월","한전 및 자회사",집단,소계,231829
"2018","9월","한전 및 자회사",내연력,소계,38791
"2018","9월","타사",소계,소계,10102919
"2018","9월","타사",수력,소계,244295
"2018","9월","타사",수력,일반,194991
"2018","9월","타사",수력,소수력,49304
"2018","9월","타사",기력,유연탄,773036
"2018","9월","타사",복합화력,소계,4671613
"2018","9월","타사",신재생,소계,1984136
"2018","9월","타사",집단,소계,2429839
"2018","9월","사업자(종합)",소계,소계,43476729
"2018","9월","사업자(종합)",수력,소계,712912
"2018","9월","사업자(종합)",수력,일반,271213
"2018","9월","사업자(종합)",수력,양수,373797
"2018","9월","사업자(종합)",수력,소수력,67901
"2018","9월","사업자(종합)",기력,소계,19566264
"2018","9월","사업자(종합)",기력,무연탄,341558
"2018","9월","사업자(종합)",기력,유연탄,19044678
"2018","9월","사업자(종합)",기력,중유,180028
"2018","9월","사업자(종합)",복합화력,소계,7057598
"2018","9월","사업자(종합)",원자력,소계,11074114
"2018","9월","사업자(종합)",신재생,소계,2365382
"2018","9월","사업자(종합)",집단,소계,2661668
"2018","9월","사업자(종합)",내연력,소계,38791
"2018","9월","상용자가",한전구입,소계,50561
"2018","9월","총발전량",사업자+한전구입,소계,43527290
"2018","10월","한전 및 자회사",소계,소계,32745130
"2018","10월","한전 및 자회사",수력,소계,351536
"2018","10월","한전 및 자회사",수력,일반,48175
"2018","10월","한전 및 자회사",수력,양수,287747
"2018","10월","한전 및 자회사",수력,소수력,15614
"2018","10월","한전 및 자회사",기력,소계,16724245
"2018","10월","한전 및 자회사",기력,무연탄,281785
"2018","10월","한전 및 자회사",기력,유연탄,16011208
"2018","10월","한전 및 자회사",기력,중유,431253
"2018","10월","한전 및 자회사",복합화력,소계,2984813
"2018","10월","한전 및 자회사",원자력,소계,12082871
"2018","10월","한전 및 자회사",신재생,소계,282093
"2018","10월","한전 및 자회사",집단,소계,290894
"2018","10월","한전 및 자회사",내연력,소계,28678
"2018","10월","타사",소계,소계,12121948
"2018","10월","타사",수력,소계,157441
"2018","10월","타사",수력,일반,116389
"2018","10월","타사",수력,소수력,41052
"2018","10월","타사",기력,유연탄,632044
"2018","10월","타사",복합화력,소계,5876353
"2018","10월","타사",신재생,소계,2114385
"2018","10월","타사",집단,소계,3341725
"2018","10월","사업자(종합)",소계,소계,44867078
"2018","10월","사업자(종합)",수력,소계,508977
"2018","10월","사업자(종합)",수력,일반,164565
"2018","10월","사업자(종합)",수력,양수,287747
"2018","10월","사업자(종합)",수력,소수력,56665
"2018","10월","사업자(종합)",기력,소계,17356289
"2018","10월","사업자(종합)",기력,무연탄,281785
"2018","10월","사업자(종합)",기력,유연탄,16643251
"2018","10월","사업자(종합)",기력,중유,431253
"2018","10월","사업자(종합)",복합화력,소계,8861166
"2018","10월","사업자(종합)",원자력,소계,12082871
"2018","10월","사업자(종합)",신재생,소계,2396478
"2018","10월","사업자(종합)",집단,소계,3632619
"2018","10월","사업자(종합)",내연력,소계,28678
"2018","10월","상용자가",한전구입,소계,60363
"2018","10월","총발전량",사업자+한전구입,소계,44927441
"2018","11월","한전 및 자회사",소계,소계,33617543
"2018","11월","한전 및 자회사",수력,소계,383315
"2018","11월","한전 및 자회사",수력,일반,70322
"2018","11월","한전 및 자회사",수력,양수,298330
"2018","11월","한전 및 자회사",수력,소수력,14663
"2018","11월","한전 및 자회사",기력,소계,17254967
"2018","11월","한전 및 자회사",기력,무연탄,236031
"2018","11월","한전 및 자회사",기력,유연탄,16829421
"2018","11월","한전 및 자회사",기력,중유,189515
"2018","11월","한전 및 자회사",복합화력,소계,3056948
"2018","11월","한전 및 자회사",원자력,소계,12158328
"2018","11월","한전 및 자회사",신재생,소계,406632
"2018","11월","한전 및 자회사",집단,소계,322672
"2018","11월","한전 및 자회사",내연력,소계,34680
"2018","11월","타사",소계,소계,12321606
"2018","11월","타사",수력,소계,147886
"2018","11월","타사",수력,일반,116658
"2018","11월","타사",수력,소수력,31229
"2018","11월","타사",기력,유연탄,753426
"2018","11월","타사",복합화력,소계,5250386
"2018","11월","타사",신재생,소계,1857001
"2018","11월","타사",집단,소계,4312906
"2018","11월","사업자(종합)",소계,소계,45939149
"2018","11월","사업자(종합)",수력,소계,531201
"2018","11월","사업자(종합)",수력,일반,186979
"2018","11월","사업자(종합)",수력,양수,298330
"2018","11월","사업자(종합)",수력,소수력,45891
"2018","11월","사업자(종합)",기력,소계,18008393
"2018","11월","사업자(종합)",기력,무연탄,236031
"2018","11월","사업자(종합)",기력,유연탄,17582847
"2018","11월","사업자(종합)",기력,중유,189515
"2018","11월","사업자(종합)",복합화력,소계,8307334
"2018","11월","사업자(종합)",원자력,소계,12158328
"2018","11월","사업자(종합)",신재생,소계,2263633
"2018","11월","사업자(종합)",집단,소계,4635579
"2018","11월","사업자(종합)",내연력,소계,34680
"2018","11월","상용자가",한전구입,소계,97675
"2018","11월","총발전량",사업자+한전구입,소계,46036823
"2018","12월","한전 및 자회사",소계,소계,37628820
"2018","12월","한전 및 자회사",수력,소계,433988
"2018","12월","한전 및 자회사",수력,일반,82530
"2018","12월","한전 및 자회사",수력,양수,335961
"2018","12월","한전 및 자회사",수력,소수력,15497
"2018","12월","한전 및 자회사",기력,소계,20251773
"2018","12월","한전 및 자회사",기력,무연탄,194458
"2018","12월","한전 및 자회사",기력,유연탄,19676571
"2018","12월","한전 및 자회사",기력,중유,380745
"2018","12월","한전 및 자회사",복합화력,소계,3860882
"2018","12월","한전 및 자회사",원자력,소계,12430474
"2018","12월","한전 및 자회사",신재생,소계,300151
"2018","12월","한전 및 자회사",집단,소계,315462
"2018","12월","한전 및 자회사",내연력,소계,36089
"2018","12월","타사",소계,소계,14091681
"2018","12월","타사",수력,소계,165462
"2018","12월","타사",수력,일반,135678
"2018","12월","타사",수력,소수력,29784
"2018","12월","타사",기력,유연탄,780163
"2018","12월","타사",복합화력,소계,6086406
"2018","12월","타사",신재생,소계,2020944
"2018","12월","타사",집단,소계,5038707
"2018","12월","사업자(종합)",소계,소계,51720501
"2018","12월","사업자(종합)",수력,소계,599450
"2018","12월","사업자(종합)",수력,일반,218208
"2018","12월","사업자(종합)",수력,양수,335961
"2018","12월","사업자(종합)",수력,소수력,45281
"2018","12월","사업자(종합)",기력,소계,21031937
"2018","12월","사업자(종합)",기력,무연탄,194458
"2018","12월","사업자(종합)",기력,유연탄,20456734
"2018","12월","사업자(종합)",기력,중유,380745
"2018","12월","사업자(종합)",복합화력,소계,9947287
"2018","12월","사업자(종합)",원자력,소계,12430474
"2018","12월","사업자(종합)",신재생,소계,2321094
"2018","12월","사업자(종합)",집단,소계,5354169
"2018","12월","사업자(종합)",내연력,소계,36089
"2018","12월","상용자가",한전구입,소계,116610
"2018","12월","총발전량",사업자+한전구입,소계,51837111
"2019","합계","한전 및 자회사",소계,소계,409069939
"2019","합계","한전 및 자회사",수력,소계,4476640
"2019","합계","한전 및 자회사",수력,일반,842229
"2019","합계","한전 및 자회사",수력,양수,3458385
"2019","합계","한전 및 자회사",수력,소수력,176026
"2019","합계","한전 및 자회사",기력,소계,213628071
"2019","합계","한전 및 자회사",기력,무연탄,2592225
"2019","합계","한전 및 자회사",기력,유연탄,209193368
"2019","합계","한전 및 자회사",기력,중유,1842478
"2019","합계","한전 및 자회사",복합화력,소계,36669948
"2019","합계","한전 및 자회사",원자력,소계,145909669
"2019","합계","한전 및 자회사",신재생,소계,5427962
"2019","합계","한전 및 자회사",집단,소계,2378737
"2019","합계","한전 및 자회사",내연력,소계,578912
"2019","합계","타사",소계,소계,152823960
"2019","합계","타사",수력,소계,1770424
"2019","합계","타사",수력,일반,1386809
"2019","합계","타사",수력,소수력,383615
"2019","합계","타사",기력,유연탄,7290358
"2019","합계","타사",복합화력,소계,73618864
"2019","합계","타사",신재생,소계,25098295
"2019","합계","타사",집단,소계,43679358
"2019","합계","타사",기타,소계,1366663
"2019","합계","사업자(종합)",소계,소계,561893899
"2019","합계","사업자(종합)",수력,소계,6247064
"2019","합계","사업자(종합)",수력,일반,2229038
"2019","합계","사업자(종합)",수력,양수,3458385
"2019","합계","사업자(종합)",수력,소수력,559641
"2019","합계","사업자(종합)",기력,소계,220918428
"2019","합계","사업자(종합)",기력,무연탄,2592225
"2019","합계","사업자(종합)",기력,유연탄,216483725
"2019","합계","사업자(종합)",기력,중유,1842478
"2019","합계","사업자(종합)",복합화력,소계,110288811
"2019","합계","사업자(종합)",원자력,소계,145909669
"2019","합계","사업자(종합)",신재생,소계,30526257
"2019","합계","사업자(종합)",집단,소계,46058095
"2019","합계","사업자(종합)",내연력,소계,578912
"2019","합계","사업자(종합)",기타,소계,1366663
"2019","합계","상용자가",한전구입,소계,1146405
"2019","합계","총발전량",사업자+한전구입,소계,563040305
"2019","1월","한전 및 자회사",소계,소계,38316562
"2019","1월","한전 및 자회사",수력,소계,418380
"2019","1월","한전 및 자회사",수력,일반,62760
"2019","1월","한전 및 자회사",수력,양수,340555
"2019","1월","한전 및 자회사",수력,소수력,15065
"2019","1월","한전 및 자회사",기력,소계,20999064
"2019","1월","한전 및 자회사",기력,무연탄,274232
"2019","1월","한전 및 자회사",기력,유연탄,20404389
"2019","1월","한전 및 자회사",기력,중유,320443
"2019","1월","한전 및 자회사",복합화력,소계,3836442
"2019","1월","한전 및 자회사",원자력,소계,12256406
"2019","1월","한전 및 자회사",신재생,소계,410342
"2019","1월","한전 및 자회사",집단,소계,351881
"2019","1월","한전 및 자회사",내연력,소계,44046
"2019","1월","타사",소계,소계,14463990
"2019","1월","타사",수력,소계,126017
"2019","1월","타사",수력,일반,100508
"2019","1월","타사",수력,소수력,25509
"2019","1월","타사",기력,유연탄,810038
"2019","1월","타사",복합화력,소계,6535187
"2019","1월","타사",신재생,소계,2124546
"2019","1월","타사",집단,소계,4856368
"2019","1월","타사",기타,소계,11833
"2019","1월","사업자(종합)",소계,소계,52780551
"2019","1월","사업자(종합)",수력,소계,544397
"2019","1월","사업자(종합)",수력,일반,163268
"2019","1월","사업자(종합)",수력,양수,340555
"2019","1월","사업자(종합)",수력,소수력,40574
"2019","1월","사업자(종합)",기력,소계,21809102
"2019","1월","사업자(종합)",기력,무연탄,274232
"2019","1월","사업자(종합)",기력,유연탄,21214427
"2019","1월","사업자(종합)",기력,중유,320443
"2019","1월","사업자(종합)",복합화력,소계,10371629
"2019","1월","사업자(종합)",원자력,소계,12256406
"2019","1월","사업자(종합)",신재생,소계,2534888
"2019","1월","사업자(종합)",집단,소계,5208249
"2019","1월","사업자(종합)",내연력,소계,44046
"2019","1월","사업자(종합)",기타,소계,11833
"2019","1월","상용자가",한전구입,소계,123238
"2019","1월","총발전량",사업자+한전구입,소계,52903789
"2019","2월","한전 및 자회사",소계,소계,32651176
"2019","2월","한전 및 자회사",수력,소계,364620
"2019","2월","한전 및 자회사",수력,일반,53030
"2019","2월","한전 및 자회사",수력,양수,298794
"2019","2월","한전 및 자회사",수력,소수력,12797
"2019","2월","한전 및 자회사",기력,소계,17563736
"2019","2월","한전 및 자회사",기력,무연탄,241826
"2019","2월","한전 및 자회사",기력,유연탄,17210115
"2019","2월","한전 및 자회사",기력,중유,111795
"2019","2월","한전 및 자회사",복합화력,소계,3013780
"2019","2월","한전 및 자회사",원자력,소계,11033718
"2019","2월","한전 및 자회사",신재생,소계,331726
"2019","2월","한전 및 자회사",집단,소계,302542
"2019","2월","한전 및 자회사",내연력,소계,41055
"2019","2월","타사",소계,소계,12183107
"2019","2월","타사",수력,소계,106415
"2019","2월","타사",수력,일반,85582
"2019","2월","타사",수력,소수력,20832
"2019","2월","타사",기력,유연탄,453900
"2019","2월","타사",복합화력,소계,5587235
"2019","2월","타사",신재생,소계,1978084
"2019","2월","타사",집단,소계,4046852
"2019","2월","타사",기타,소계,10621
"2019","2월","사업자(종합)",소계,소계,44834283
"2019","2월","사업자(종합)",수력,소계,471035
"2019","2월","사업자(종합)",수력,일반,138612
"2019","2월","사업자(종합)",수력,양수,298794
"2019","2월","사업자(종합)",수력,소수력,33629
"2019","2월","사업자(종합)",기력,소계,18017636
"2019","2월","사업자(종합)",기력,무연탄,241826
"2019","2월","사업자(종합)",기력,유연탄,17664015
"2019","2월","사업자(종합)",기력,중유,111795
"2019","2월","사업자(종합)",복합화력,소계,8601014
"2019","2월","사업자(종합)",원자력,소계,11033718
"2019","2월","사업자(종합)",신재생,소계,2309810
"2019","2월","사업자(종합)",집단,소계,4349394
"2019","2월","사업자(종합)",내연력,소계,41055
"2019","2월","사업자(종합)",기타,소계,10621
"2019","2월","상용자가",한전구입,소계,98119
"2019","2월","총발전량",사업자+한전구입,소계,44932402
"2019","3월","한전 및 자회사",소계,소계,34058604
"2019","3월","한전 및 자회사",수력,소계,332419
"2019","3월","한전 및 자회사",수력,일반,45469
"2019","3월","한전 및 자회사",수력,양수,274567
"2019","3월","한전 및 자회사",수력,소수력,12383
"2019","3월","한전 및 자회사",기력,소계,16056495
"2019","3월","한전 및 자회사",기력,무연탄,233613
"2019","3월","한전 및 자회사",기력,유연탄,15238326
"2019","3월","한전 및 자회사",기력,중유,584556
"2019","3월","한전 및 자회사",복합화력,소계,2880854
"2019","3월","한전 및 자회사",원자력,소계,14033501
"2019","3월","한전 및 자회사",신재생,소계,388670
"2019","3월","한전 및 자회사",집단,소계,324572
"2019","3월","한전 및 자회사",내연력,소계,42094
"2019","3월","타사",소계,소계,13056151
"2019","3월","타사",수력,소계,118476
"2019","3월","타사",수력,일반,91409
"2019","3월","타사",수력,소수력,27067
"2019","3월","타사",기력,유연탄,392963
"2019","3월","타사",복합화력,소계,5743267
"2019","3월","타사",신재생,소계,2441536
"2019","3월","타사",집단,소계,4358955
"2019","3월","타사",기타,소계,955
"2019","3월","사업자(종합)",소계,소계,47114756
"2019","3월","사업자(종합)",수력,소계,450895
"2019","3월","사업자(종합)",수력,일반,136878
"2019","3월","사업자(종합)",수력,양수,274567
"2019","3월","사업자(종합)",수력,소수력,39450
"2019","3월","사업자(종합)",기력,소계,16449458
"2019","3월","사업자(종합)",기력,무연탄,233613
"2019","3월","사업자(종합)",기력,유연탄,15631289
"2019","3월","사업자(종합)",기력,중유,584556
"2019","3월","사업자(종합)",복합화력,소계,8624120
"2019","3월","사업자(종합)",원자력,소계,14033501
"2019","3월","사업자(종합)",신재생,소계,2830206
"2019","3월","사업자(종합)",집단,소계,4683527
"2019","3월","사업자(종합)",내연력,소계,42094
"2019","3월","사업자(종합)",기타,소계,955
"2019","3월","상용자가",한전구입,소계,94519
"2019","3월","총발전량",사업자+한전구입,소계,47209275
"2019","4월","한전 및 자회사",소계,소계,31205745
"2019","4월","한전 및 자회사",수력,소계,359916
"2019","4월","한전 및 자회사",수력,일반,63873
"2019","4월","한전 및 자회사",수력,양수,284553
"2019","4월","한전 및 자회사",수력,소수력,11490
"2019","4월","한전 및 자회사",기력,소계,13342744
"2019","4월","한전 및 자회사",기력,무연탄,195426
"2019","4월","한전 및 자회사",기력,유연탄,13147318
"2019","4월","한전 및 자회사",기력,중유,-
"2019","4월","한전 및 자회사",복합화력,소계,2895734
"2019","4월","한전 및 자회사",원자력,소계,14149570
"2019","4월","한전 및 자회사",신재생,소계,380688
"2019","4월","한전 및 자회사",집단,소계,29602
"2019","4월","한전 및 자회사",내연력,소계,47491
"2019","4월","타사",소계,소계,12672053
"2019","4월","타사",수력,소계,169836
"2019","4월","타사",수력,일반,135482
"2019","4월","타사",수력,소수력,34354
"2019","4월","타사",기력,유연탄,544967
"2019","4월","타사",복합화력,소계,6250581
"2019","4월","타사",신재생,소계,2260393
"2019","4월","타사",집단,소계,3439389
"2019","4월","타사",기타,소계,6887
"2019","4월","사업자(종합)",소계,소계,43877798
"2019","4월","사업자(종합)",수력,소계,529753
"2019","4월","사업자(종합)",수력,일반,199355
"2019","4월","사업자(종합)",수력,양수,284553
"2019","4월","사업자(종합)",수력,소수력,45844
"2019","4월","사업자(종합)",기력,소계,13887712
"2019","4월","사업자(종합)",기력,무연탄,195426
"2019","4월","사업자(종합)",기력,유연탄,13692286
"2019","4월","사업자(종합)",기력,중유,-
"2019","4월","사업자(종합)",복합화력,소계,9146314
"2019","4월","사업자(종합)",원자력,소계,14149570
"2019","4월","사업자(종합)",신재생,소계,2641080
"2019","4월","사업자(종합)",집단,소계,3468990
"2019","4월","사업자(종합)",내연력,소계,47491
"2019","4월","사업자(종합)",기타,소계,6887
"2019","4월","상용자가",한전구입,소계,68055
"2019","4월","총발전량",사업자+한전구입,소계,43945853
"2019","5월","한전 및 자회사",소계,소계,31857773
"2019","5월","한전 및 자회사",수력,소계,351017
"2019","5월","한전 및 자회사",수력,일반,82317
"2019","5월","한전 및 자회사",수력,양수,257825
"2019","5월","한전 및 자회사",수력,소수력,10875
"2019","5월","한전 및 자회사",기력,소계,13609266
"2019","5월","한전 및 자회사",기력,무연탄,174555
"2019","5월","한전 및 자회사",기력,유연탄,13413611
"2019","5월","한전 및 자회사",기력,중유,21100
"2019","5월","한전 및 자회사",복합화력,소계,2704671
"2019","5월","한전 및 자회사",원자력,소계,14771049
"2019","5월","한전 및 자회사",신재생,소계,389091
"2019","5월","한전 및 자회사",내연력,소계,32679
"2019","5월","타사",소계,소계,12437099
"2019","5월","타사",수력,소계,188830
"2019","5월","타사",수력,일반,149991
"2019","5월","타사",수력,소수력,38839
"2019","5월","타사",기력,유연탄,763351
"2019","5월","타사",복합화력,소계,5760103
"2019","5월","타사",신재생,소계,2691371
"2019","5월","타사",집단,소계,3022951
"2019","5월","타사",기타,소계,10493
"2019","5월","사업자(종합)",소계,소계,44294871
"2019","5월","사업자(종합)",수력,소계,539847
"2019","5월","사업자(종합)",수력,일반,232308
"2019","5월","사업자(종합)",수력,양수,257825
"2019","5월","사업자(종합)",수력,소수력,49714
"2019","5월","사업자(종합)",기력,소계,14372617
"2019","5월","사업자(종합)",기력,무연탄,174555
"2019","5월","사업자(종합)",기력,유연탄,14176961
"2019","5월","사업자(종합)",기력,중유,21100
"2019","5월","사업자(종합)",복합화력,소계,8464773
"2019","5월","사업자(종합)",원자력,소계,14771049
"2019","5월","사업자(종합)",신재생,소계,3080461
"2019","5월","사업자(종합)",집단,소계,3022951
"2019","5월","사업자(종합)",내연력,소계,32679
"2019","5월","사업자(종합)",기타,소계,10493
"2019","5월","상용자가",한전구입,소계,39321
"2019","5월","총발전량",사업자+한전구입,소계,44334192
"2019","6월","한전 및 자회사",소계,소계,32975751
"2019","6월","한전 및 자회사",수력,소계,309012
"2019","6월","한전 및 자회사",수력,일반,73906
"2019","6월","한전 및 자회사",수력,양수,222495
"2019","6월","한전 및 자회사",수력,소수력,12611
"2019","6월","한전 및 자회사",기력,소계,16156864
"2019","6월","한전 및 자회사",기력,무연탄,226332
"2019","6월","한전 및 자회사",기력,유연탄,15928063
"2019","6월","한전 및 자회사",기력,중유,2469
"2019","6월","한전 및 자회사",복합화력,소계,2438585
"2019","6월","한전 및 자회사",원자력,소계,13582797
"2019","6월","한전 및 자회사",신재생,소계,392853
"2019","6월","한전 및 자회사",집단,소계,51800
"2019","6월","한전 및 자회사",내연력,소계,43840
"2019","6월","타사",소계,소계,10763747
"2019","6월","타사",수력,소계,171561
"2019","6월","타사",수력,일반,132537
"2019","6월","타사",수력,소수력,39024
"2019","6월","타사",기력,유연탄,670319
"2019","6월","타사",복합화력,소계,4986800
"2019","6월","타사",신재생,소계,2268496
"2019","6월","타사",집단,소계,2657766
"2019","6월","타사",기타,소계,8806
"2019","6월","사업자(종합)",소계,소계,43739498
"2019","6월","사업자(종합)",수력,소계,480573
"2019","6월","사업자(종합)",수력,일반,206443
"2019","6월","사업자(종합)",수력,양수,222495
"2019","6월","사업자(종합)",수력,소수력,51635
"2019","6월","사업자(종합)",기력,소계,16827183
"2019","6월","사업자(종합)",기력,무연탄,226332
"2019","6월","사업자(종합)",기력,유연탄,16598382
"2019","6월","사업자(종합)",기력,중유,2469
"2019","6월","사업자(종합)",복합화력,소계,7425385
"2019","6월","사업자(종합)",원자력,소계,13582797
"2019","6월","사업자(종합)",신재생,소계,2661349
"2019","6월","사업자(종합)",집단,소계,2709566
"2019","6월","사업자(종합)",내연력,소계,43840
"2019","6월","사업자(종합)",기타,소계,8806
"2019","6월","상용자가",한전구입,소계,53770
"2019","6월","총발전량",사업자+한전구입,소계,43793268
"2019","7월","한전 및 자회사",소계,소계,36632642
"2019","7월","한전 및 자회사",수력,소계,411807
"2019","7월","한전 및 자회사",수력,일반,87797
"2019","7월","한전 및 자회사",수력,양수,306844
"2019","7월","한전 및 자회사",수력,소수력,17166
"2019","7월","한전 및 자회사",기력,소계,20799367
"2019","7월","한전 및 자회사",기력,무연탄,274668
"2019","7월","한전 및 자회사",기력,유연탄,20470646
"2019","7월","한전 및 자회사",기력,중유,54053
"2019","7월","한전 및 자회사",복합화력,소계,3157627
"2019","7월","한전 및 자회사",원자력,소계,11677950
"2019","7월","한전 및 자회사",신재생,소계,383269
"2019","7월","한전 및 자회사",집단,소계,150694
"2019","7월","한전 및 자회사",내연력,소계,51928
"2019","7월","타사",소계,소계,13072721
"2019","7월","타사",수력,소계,155289
"2019","7월","타사",수력,일반,120299
"2019","7월","타사",수력,소수력,34990
"2019","7월","타사",기력,유연탄,755100
"2019","7월","타사",복합화력,소계,6648844
"2019","7월","타사",신재생,소계,2341475
"2019","7월","타사",집단,소계,3164106
"2019","7월","타사",기타,소계,7907
"2019","7월","사업자(종합)",소계,소계,49705363
"2019","7월","사업자(종합)",수력,소계,567096
"2019","7월","사업자(종합)",수력,일반,208095
"2019","7월","사업자(종합)",수력,양수,306844
"2019","7월","사업자(종합)",수력,소수력,52157
"2019","7월","사업자(종합)",기력,소계,21554466
"2019","7월","사업자(종합)",기력,무연탄,274668
"2019","7월","사업자(종합)",기력,유연탄,21225746
"2019","7월","사업자(종합)",기력,중유,54053
"2019","7월","사업자(종합)",복합화력,소계,9806471
"2019","7월","사업자(종합)",원자력,소계,11677950
"2019","7월","사업자(종합)",신재생,소계,2724744
"2019","7월","사업자(종합)",집단,소계,3314800
"2019","7월","사업자(종합)",내연력,소계,51928
"2019","7월","사업자(종합)",기타,소계,7907
"2019","7월","상용자가",한전구입,소계,34368
"2019","7월","총발전량",사업자+한전구입,소계,49739732
"2019","8월","한전 및 자회사",소계,소계,38224995
"2019","8월","한전 및 자회사",수력,소계,441285
"2019","8월","한전 및 자회사",수력,일반,108905
"2019","8월","한전 및 자회사",수력,양수,314022
"2019","8월","한전 및 자회사",수력,소수력,18359
"2019","8월","한전 및 자회사",기력,소계,21322120
"2019","8월","한전 및 자회사",기력,무연탄,270457
"2019","8월","한전 및 자회사",기력,유연탄,20948666
"2019","8월","한전 및 자회사",기력,중유,102997
"2019","8월","한전 및 자회사",복합화력,소계,3454847
"2019","8월","한전 및 자회사",원자력,소계,12196916
"2019","8월","한전 및 자회사",신재생,소계,604511
"2019","8월","한전 및 자회사",집단,소계,151171
"2019","8월","한전 및 자회사",내연력,소계,54145
"2019","8월","타사",소계,소계,13378930
"2019","8월","타사",수력,소계,159466
"2019","8월","타사",수력,일반,118683
"2019","8월","타사",수력,소수력,40783
"2019","8월","타사",기력,유연탄,761527
"2019","8월","타사",복합화력,소계,6662411
"2019","8월","타사",신재생,소계,2450286
"2019","8월","타사",집단,소계,3333011
"2019","8월","타사",기타,소계,12229
"2019","8월","사업자(종합)",소계,소계,51603925
"2019","8월","사업자(종합)",수력,소계,600751
"2019","8월","사업자(종합)",수력,일반,227587
"2019","8월","사업자(종합)",수력,양수,314022
"2019","8월","사업자(종합)",수력,소수력,59142
"2019","8월","사업자(종합)",기력,소계,22083648
"2019","8월","사업자(종합)",기력,무연탄,270457
"2019","8월","사업자(종합)",기력,유연탄,21710194
"2019","8월","사업자(종합)",기력,중유,102997
"2019","8월","사업자(종합)",복합화력,소계,10117258
"2019","8월","사업자(종합)",원자력,소계,12196916
"2019","8월","사업자(종합)",신재생,소계,3054797
"2019","8월","사업자(종합)",집단,소계,3484182
"2019","8월","사업자(종합)",내연력,소계,54145
"2019","8월","사업자(종합)",기타,소계,12229
"2019","8월","상용자가",한전구입,소계,37795
"2019","8월","총발전량",사업자+한전구입,소계,51641721
"2019","9월","한전 및 자회사",소계,소계,33536839
"2019","9월","한전 및 자회사",수력,소계,422712
"2019","9월","한전 및 자회사",수력,일반,104442
"2019","9월","한전 및 자회사",수력,양수,299648
"2019","9월","한전 및 자회사",수력,소수력,18622
"2019","9월","한전 및 자회사",기력,소계,19544597
"2019","9월","한전 및 자회사",기력,무연탄,183396
"2019","9월","한전 및 자회사",기력,유연탄,19340396
"2019","9월","한전 및 자회사",기력,중유,20805
"2019","9월","한전 및 자회사",복합화력,소계,2459976
"2019","9월","한전 및 자회사",원자력,소계,10320798
"2019","9월","한전 및 자회사",신재생,소계,593791
"2019","9월","한전 및 자회사",집단,소계,156006
"2019","9월","한전 및 자회사",내연력,소계,38959
"2019","9월","타사",소계,소계,10801506
"2019","9월","타사",수력,소계,142845
"2019","9월","타사",수력,일반,107062
"2019","9월","타사",수력,소수력,35783
