산업분류별 월별 전력사용량 ( 20241011 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2018년 01 월 ~ 2018년 06월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
201803,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,806 ","832,167,240 ","84,620,726,691 ",101.7 
201803,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,235 ,"58,349,155 ","6,362,074,167 ",109.0 
201803,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,852 ","136,551,562 ","16,933,859,753 ",124.0 
201803,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","2,157,558 ","1,476,205,881 ","71,986,150,199 ",48.8 
201803,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"649,834 ","1,564,641,449 ","190,774,822,427 ",121.9 
201803,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,499 ","519,207,903 ","55,756,282,851 ",107.4 
201803,전체(시도),전체(시 / 군 / 구),부동산업,"966,259 ","2,732,936,048 ","349,458,918,150 ",127.9 
201803,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","88,011 ","144,220,290 ","18,779,046,928 ",130.2 
201803,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,268 ","975,114,189 ","99,587,097,919 ",102.1 
201803,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"509,067 ","1,205,081,791 ","147,413,511,771 ",122.3 
201803,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","73,695 ","354,507,387 ","44,811,785,504 ",126.4 
201803,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"150,918 ","856,464,990 ","90,293,614,369 ",105.4 
201803,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","17,014 ","564,323,516 ","67,847,627,483 ",120.2 
201803,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업","33,704 ","237,757,496 ","26,832,328,601 ",112.9 
201803,전체(시도),전체(시 / 군 / 구),정보통신업,"184,829 ","615,933,778 ","62,311,712,064 ",101.2 
201803,전체(시도),전체(시 / 군 / 구),제조업,"338,521 ","21,455,705,903 ","2,040,992,709,235 ",95.1 
201803,전체(시도),전체(시 / 군 / 구),"협회 및 단체, 수리 및 기타 개인 서비스업","221,601 ","520,776,631 ","67,221,421,792 ",129.1 
201804,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,498 ,"469,440 ","61,561,352 ",131.1 
201804,전체(시도),전체(시 / 군 / 구),건설업,"74,405 ","275,384,314 ","33,907,744,063 ",123.1 
201804,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","36,920 ","422,918,773 ","48,868,230,632 ",115.5 
201804,전체(시도),전체(시 / 군 / 구),광업,"3,674 ","127,718,607 ","15,067,375,919 ",118.0 
201804,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,617 ","709,160,976 ","67,405,364,198 ",95.0 
201804,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,235 ,"58,635,143 ","6,335,569,549 ",108.1 
201804,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,857 ","123,609,831 ","14,721,378,050 ",119.1 
201804,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","1,710,065 ","1,297,696,370 ","64,160,299,474 ",49.4 
201804,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"648,115 ","1,516,317,405 ","169,097,357,745 ",111.5 
201804,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,480 ","461,553,234 ","48,119,515,240 ",104.3 
201804,전체(시도),전체(시 / 군 / 구),부동산업,"970,944 ","2,496,337,940 ","303,101,302,520 ",121.4 
201804,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","87,606 ","125,579,291 ","15,624,782,846 ",124.4 
201804,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,394 ","978,939,894 ","96,135,718,872 ",98.2 
201804,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"508,658 ","1,138,539,299 ","126,932,069,069 ",111.5 
201804,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","73,555 ","319,236,358 ","38,768,450,331 ",121.4 
201804,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"151,154 ","825,669,611 ","84,642,674,555 ",102.5 
201804,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","17,700 ","553,106,388 ","70,274,075,641 ",127.1 
201804,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업","33,661 ","214,772,162 ","24,110,509,760 ",112.3 
201804,전체(시도),전체(시 / 군 / 구),정보통신업,"185,068 ","635,774,849 ","59,047,715,079 ",92.9 
201804,전체(시도),전체(시 / 군 / 구),제조업,"339,200 ","21,821,984,888 ","1,990,641,369,639 ",91.2 
201804,전체(시도),전체(시 / 군 / 구),"협회 및 단체, 수리 및 기타 개인 서비스업","221,246 ","466,613,015 ","56,379,942,725 ",120.8 
201805,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,496 ,"423,193 ","58,341,333 ",137.9 
201805,전체(시도),전체(시 / 군 / 구),건설업,"75,023 ","243,305,484 ","31,438,120,915 ",129.2 
201805,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","37,167 ","385,256,586 ","46,218,151,643 ",120.0 
201805,전체(시도),전체(시 / 군 / 구),광업,"3,684 ","125,184,194 ","14,742,934,547 ",117.8 
201805,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,563 ","580,045,660 ","56,187,353,972 ",96.9 
201805,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,234 ,"56,524,560 ","6,138,377,218 ",108.6 
201805,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,846 ","116,449,867 ","14,159,839,280 ",121.6 
201805,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","1,641,151 ","1,081,235,286 ","54,061,673,817 ",50.0 
201805,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"646,110 ","1,490,311,334 ","167,032,372,494 ",112.1 
201805,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,432 ","418,720,244 ","45,672,590,427 ",109.1 
201805,전체(시도),전체(시 / 군 / 구),부동산업,"975,103 ","2,365,272,812 ","293,885,823,648 ",124.3 
201805,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","87,198 ","114,199,441 ","14,815,820,172 ",129.7 
201805,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,524 ","976,062,306 ","95,597,530,921 ",97.9 
