산업분류별 월별 전력사용량 ( 20241011 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2019년 01 월 ~ 2019년 06월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
201901,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,484 ,"530,866 ","78,262,080 ",147.4 
201901,전체(시도),전체(시 / 군 / 구),건설업,"75,778 ","390,486,507 ","51,913,457,724 ",132.9 
201901,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","39,053 ","602,519,463 ","77,474,124,284 ",128.6 
201901,전체(시도),전체(시 / 군 / 구),광업,"3,633 ","133,185,444 ","18,422,367,975 ",138.3 
201901,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,826 ","1,043,248,273 ","106,248,045,013 ",101.8 
201901,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,235 ,"52,984,027 ","7,786,476,085 ",147.0 
201901,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,800 ","162,820,777 ","21,957,641,752 ",134.9 
201901,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","1,675,436 ","1,799,585,579 ","87,129,824,386 ",48.4 
201901,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"634,630 ","1,874,536,723 ","244,949,182,275 ",130.7 
201901,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,458 ","643,403,189 ","75,303,736,958 ",117.0 
201901,전체(시도),전체(시 / 군 / 구),부동산업,"1,019,738 ","3,496,717,111 ","475,922,237,020 ",136.1 
201901,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","85,414 ","169,252,978 ","23,284,123,552 ",137.6 
201901,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,536 ","1,036,650,467 ","123,604,036,030 ",119.2 
201901,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"505,568 ","1,513,028,957 ","193,588,372,793 ",127.9 
201901,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","72,548 ","422,717,609 ","57,589,056,314 ",136.2 
201901,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"158,341 ","1,011,594,117 ","121,934,524,208 ",120.5 
201901,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","27,175 ","643,240,458 ","81,120,913,811 ",126.1 
201901,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업","33,296 ","281,970,904 ","36,453,200,269 ",129.3 
201901,전체(시도),전체(시 / 군 / 구),정보통신업,"191,415 ","644,884,899 ","76,094,791,275 ",118.0 
201901,전체(시도),전체(시 / 군 / 구),제조업,"344,964 ","22,944,994,171 ","2,599,571,007,515 ",113.3 
201901,전체(시도),전체(시 / 군 / 구),"협회 및 단체, 수리 및 기타 개인 서비스업","220,001 ","647,194,785 ","86,129,884,532 ",133.1 
201902,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,481 ,"516,239 ","76,896,145 ",149.0 
201902,전체(시도),전체(시 / 군 / 구),건설업,"74,700 ","358,638,644 ","48,232,829,307 ",134.5 
201902,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","39,283 ","560,900,533 ","72,080,504,984 ",128.5 
201902,전체(시도),전체(시 / 군 / 구),광업,"3,609 ","111,079,172 ","16,121,558,493 ",145.1 
201902,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,931 ","857,322,347 ","91,520,779,400 ",106.8 
201902,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,235 ,"69,781,666 ","7,607,254,386 ",109.0 
201902,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,802 ","149,732,569 ","20,317,582,608 ",135.7 
201902,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","1,675,310 ","1,781,309,587 ","86,264,713,751 ",48.4 
201902,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"633,296 ","1,763,475,051 ","232,174,453,798 ",131.7 
201902,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,482 ","603,652,571 ","70,412,903,972 ",116.6 
201902,전체(시도),전체(시 / 군 / 구),부동산업,"1,025,433 ","3,252,526,466 ","446,157,364,046 ",137.2 
201902,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","85,300 ","156,240,913 ","21,725,451,048 ",139.1 
201902,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,421 ","959,756,754 ","114,094,301,038 ",118.9 
201902,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"505,174 ","1,415,061,981 ","182,920,273,613 ",129.3 
201902,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","72,431 ","401,082,775 ","54,338,451,056 ",135.5 
201902,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"158,572 ","930,451,128 ","110,958,907,861 ",119.3 
201902,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","27,808 ","589,320,486 ","74,355,467,198 ",126.2 
201902,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업","33,267 ","247,589,993 ","32,374,319,053 ",130.8 
201902,전체(시도),전체(시 / 군 / 구),정보통신업,"191,650 ","603,852,207 ","71,040,625,860 ",117.6 
201902,전체(시도),전체(시 / 군 / 구),제조업,"345,534 ","20,044,293,484 ","2,280,002,846,892 ",113.7 
201902,전체(시도),전체(시 / 군 / 구),"협회 및 단체, 수리 및 기타 개인 서비스업","220,012 ","616,158,858 ","82,456,390,801 ",133.8 
201903,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,481 ,"437,545 ","64,644,921 ",147.7 
201903,전체(시도),전체(시 / 군 / 구),건설업,"74,410 ","300,048,120 ","38,512,972,067 ",128.4 
201903,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","39,433 ","473,580,101 ","57,712,581,125 ",121.9 
201903,전체(시도),전체(시 / 군 / 구),광업,"3,615 ","124,672,635 ","15,086,067,317 ",121.0 
201903,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,848 ","799,662,511 ","80,757,111,819 ",101.0 
201903,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,240 ,"59,016,450 ","6,255,826,474 ",106.0 
201903,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,774 ","131,263,943 ","16,434,534,594 ",125.2 
201903,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","2,215,405 ","1,488,223,899 ","73,116,700,980 ",49.1 
201903,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"631,371 ","1,507,152,850 ","185,266,316,084 ",122.9 
201903,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,403 ","515,542,028 ","55,907,012,752 ",108.4 
201903,전체(시도),전체(시 / 군 / 구),부동산업,"1,027,422 ","2,717,906,167 ","354,488,069,331 ",130.4 
201903,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","85,008 ","130,935,024 ","17,362,090,957 ",132.6 
201903,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,370 ","978,186,677 ","100,609,337,383 ",102.9 
201903,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"504,889 ","1,174,887,747 ","145,339,568,253 ",123.7 
201903,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","72,255 ","340,390,544 ","43,690,964,150 ",128.4 
201903,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"158,690 ","860,627,990 ","91,627,054,055 ",106.5 
201903,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","28,287 ","608,631,508 ","66,464,053,264 ",109.2 
