산업분류별 월별 전력사용량 ( 20241011 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2018년 07 월 ~ 2018년 12월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
201807,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,491 ,"439,688 ","76,268,108 ",173.5 
201807,전체(시도),전체(시 / 군 / 구),건설업,"76,034 ","263,599,989 ","41,895,811,230 ",158.9 
201807,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","37,588 ","482,937,350 ","71,103,745,228 ",147.2 
201807,전체(시도),전체(시 / 군 / 구),광업,"3,663 ","122,955,935 ","18,924,945,036 ",153.9 
201807,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,515 ","742,163,459 ","91,396,274,353 ",123.1 
201807,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,233 ,"73,470,041 ","7,991,891,397 ",108.8 
201807,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,836 ","151,164,553 ","22,336,826,750 ",147.8 
201807,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","1,655,181 ","1,167,737,789 ","58,122,195,301 ",49.8 
201807,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"642,691 ","1,870,617,575 ","265,170,015,516 ",141.8 
201807,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,375 ","530,951,997 ","70,956,690,707 ",133.6 
201807,전체(시도),전체(시 / 군 / 구),부동산업,"984,673 ","3,086,979,036 ","462,812,197,635 ",149.9 
201807,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","86,518 ","141,634,215 ","22,031,960,905 ",155.6 
201807,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,771 ","1,013,478,320 ","124,419,801,424 ",122.8 
201807,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"507,933 ","1,371,852,130 ","195,648,447,767 ",142.6 
201807,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","73,252 ","402,205,967 ","58,582,171,931 ",145.7 
201807,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"153,424 ","977,336,163 ","121,911,575,149 ",124.7 
201807,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","20,445 ","564,605,052 ","75,848,246,537 ",134.3 
201807,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업","33,490 ","289,273,731 ","38,864,278,177 ",134.4 
201807,전체(시도),전체(시 / 군 / 구),정보통신업,"186,966 ","721,994,474 ","88,253,881,986 ",122.2 
201807,전체(시도),전체(시 / 군 / 구),제조업,"341,039 ","22,513,473,462 ","2,620,605,971,075 ",116.4 
201807,전체(시도),전체(시 / 군 / 구),"협회 및 단체, 수리 및 기타 개인 서비스업","220,404 ","413,844,965 ","67,629,288,925 ",163.4 
201808,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,490 ,"530,860 ","86,273,574 ",162.5 
201808,전체(시도),전체(시 / 군 / 구),건설업,"76,316 ","302,961,212 ","46,300,490,037 ",152.8 
201808,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","37,821 ","585,934,076 ","82,585,747,032 ",140.9 
201808,전체(시도),전체(시 / 군 / 구),광업,"3,669 ","119,353,053 ","18,455,724,835 ",154.6 
201808,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,595 ","787,281,151 ","97,975,589,988 ",124.4 
201808,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,232 ,"90,434,235 ","9,584,999,522 ",106.0 
201808,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,837 ","178,407,572 ","25,441,395,023 ",142.6 
201808,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","1,664,421 ","1,665,132,092 ","77,415,301,163 ",46.5 
201808,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"641,565 ","2,256,541,794 ","308,385,170,834 ",136.7 
201808,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,367 ","638,703,510 ","80,650,594,283 ",126.3 
201808,전체(시도),전체(시 / 군 / 구),부동산업,"991,359 ","3,802,092,252 ","544,415,571,936 ",143.2 
201808,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","86,421 ","174,314,727 ","25,741,643,792 ",147.7 
201808,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,798 ","1,049,582,505 ","128,067,892,786 ",122.0 
201808,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"508,147 ","1,806,799,851 ","244,840,798,424 ",135.5 
201808,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","73,284 ","492,343,916 ","68,640,381,210 ",139.4 
201808,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"154,295 ","1,098,560,611 ","133,180,013,123 ",121.2 
201808,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","21,615 ","543,131,788 ","74,431,848,073 ",137.0 
201808,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업","33,453 ","318,783,156 ","42,070,812,957 ",132.0 
201808,전체(시도),전체(시 / 군 / 구),정보통신업,"187,316 ","762,824,492 ","93,126,738,916 ",122.1 
201808,전체(시도),전체(시 / 군 / 구),제조업,"341,888 ","22,450,999,950 ","2,605,431,685,740 ",116.0 
201808,전체(시도),전체(시 / 군 / 구),"협회 및 단체, 수리 및 기타 개인 서비스업","220,414 ","503,268,611 ","77,687,162,615 ",154.4 
201809,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,490 ,"458,502 ","70,726,721 ",154.3 
201809,전체(시도),전체(시 / 군 / 구),건설업,"76,253 ","261,116,999 ","36,539,936,766 ",139.9 
201809,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","37,903 ","476,505,927 ","61,884,367,944 ",129.9 
201809,전체(시도),전체(시 / 군 / 구),광업,"3,657 ","114,679,821 ","14,673,189,464 ",127.9 
201809,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,532 ","729,884,992 ","80,926,024,778 ",110.9 
201809,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,229 ,"78,331,920 ","9,669,594,762 ",123.4 
201809,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,826 ","144,973,284 ","18,406,599,641 ",127.0 
201809,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","1,672,724 ","1,387,098,773 ","67,487,646,012 ",48.7 
201809,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"640,296 ","1,893,687,340 ","230,215,254,766 ",121.6 
201809,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,358 ","505,576,883 ","57,605,335,813 ",113.9 
201809,전체(시도),전체(시 / 군 / 구),부동산업,"996,996 ","3,078,771,947 ","402,725,381,984 ",130.8 
201809,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","86,237 ","140,292,149 ","19,016,736,823 ",135.6 
201809,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,872 ","984,942,753 ","102,336,685,396 ",103.9 
