산업분류별 월별 전력사용량 ( 20241011 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2021년 07 월 ~ 2021년 12월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
202107,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,428 ,"327,925 ","60,456,979 ",184.4 
202107,전체(시도),전체(시 / 군 / 구),건설업,"84,720 ","309,752,646 ","48,037,705,168 ",155.1 
202107,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","46,098 ","522,670,495 ","77,504,854,133 ",148.3 
202107,전체(시도),전체(시 / 군 / 구),광업,"3,820 ","152,761,731 ","21,956,603,265 ",143.7 
202107,전체(시도),전체(시 / 군 / 구),교육 서비스업,"70,688 ","729,861,767 ","88,142,877,085 ",120.8 
202107,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,240 ,"69,905,393 ","7,569,634,456 ",108.3 
202107,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,732 ","146,183,416 ","21,451,360,477 ",146.7 
202107,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","1,843,909 ","1,352,718,608 ","63,576,001,230 ",47.0 
202107,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"586,332 ","1,828,950,003 ","252,482,126,602 ",138.0 
202107,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,314 ","589,709,778 ","76,579,941,378 ",129.9 
202107,전체(시도),전체(시 / 군 / 구),부동산업,"1,150,623 ","3,475,474,650 ","512,934,452,271 ",147.6 
202107,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","76,999 ","133,686,899 ","20,356,903,269 ",152.3 
202107,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","96,138 ","1,081,549,729 ","126,269,396,513 ",116.7 
202107,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"499,659 ","1,349,135,641 ","188,703,811,607 ",139.9 
202107,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","67,991 ","390,277,533 ","56,093,350,988 ",143.7 
202107,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"174,866 ","1,067,535,573 ","128,781,747,969 ",120.6 
202107,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","62,157 ","687,485,378 ","90,220,807,344 ",131.2 
202107,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업","33,383 ","332,957,212 ","43,301,644,439 ",130.1 
202107,전체(시도),전체(시 / 군 / 구),정보통신업,"229,037 ","859,285,020 ","99,861,024,359 ",116.2 
202107,전체(시도),전체(시 / 군 / 구),제조업,"361,623 ","22,933,199,676 ","2,649,110,696,746 ",115.5 
202107,전체(시도),전체(시 / 군 / 구),"협회 및 단체, 수리 및 기타 개인 서비스업","215,473 ","376,859,412 ","61,996,818,136 ",164.5 
202108,전체(시도),전체(시 / 군 / 구),"가구내고용,미분류자가소비생산",5호미만제거,-,-,-
202108,전체(시도),전체(시 / 군 / 구),가구내고용/미분류자가소비생산,426 ,"375,053 ","65,073,644 ",173.5 
202108,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,5호미만제거,-,-,-
202108,전체(시도),전체(시 / 군 / 구),건설업 ,"84,627 ","338,493,061 ","50,830,385,361 ",150.2 
202108,전체(시도),전체(시 / 군 / 구),공공행정/ 국방 및 사회보장 행정,"46,315 ","579,880,736 ","82,637,059,654 ",142.5 
202108,전체(시도),전체(시 / 군 / 구),광업 ,"3,821 ","139,425,826 ","20,337,133,153 ",145.9 
202108,전체(시도),전체(시 / 군 / 구),교육 서비스업,"70,742 ","673,867,498 ","83,798,481,047 ",124.4 
202108,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,238 ,"70,287,987 ","7,444,406,553 ",105.9 
202108,전체(시도),전체(시 / 군 / 구),금융 및 보험업 ,"15,711 ","159,170,546 ","22,650,975,921 ",142.3 
202108,전체(시도),전체(시 / 군 / 구),농업/ 임업 및 어업 ,"1,852,659 ","1,783,758,266 ","79,904,977,341 ",44.8 
202108,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"585,122 ","2,058,403,187 ","275,287,585,000 ",133.7 
202108,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,270 ","654,557,518 ","81,705,734,271 ",124.8 
202108,전체(시도),전체(시 / 군 / 구),부동산업 및 임대업 ,"1,157,175 ","3,916,918,729 ","558,832,857,396 ",142.7 
202108,전체(시도),전체(시 / 군 / 구),사업시설관리/사업지원서비스업,"71,935 ","139,303,188 ","20,328,257,462 ",145.9 
202108,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업 ,"499,764 ","1,603,269,551 ","216,458,853,683 ",135.0 
202108,전체(시도),전체(시 / 군 / 구),예술/스포츠및여가관련서비스업,"67,950 ","426,258,679 ","59,288,226,982 ",139.1 
202108,전체(시도),전체(시 / 군 / 구),운수업,"175,486 ","1,164,558,195 ","135,579,935,220 ",116.4 
202108,전체(시도),전체(시 / 군 / 구),전기/ 가스/ 증기 및 수도사업 ,"114,417 ","1,075,205,158 ","132,193,916,082 ",122.9 
202108,전체(시도),전체(시 / 군 / 구),전문/ 과학 및 기술 서비스업 ,"33,245 ","335,999,876 ","42,734,586,017 ",127.2 
202108,전체(시도),전체(시 / 군 / 구),제조업 ,"356,405 ","21,930,765,337 ","2,488,431,475,438 ",113.5 
202108,전체(시도),전체(시 / 군 / 구),출판영상/방송통신정보서비스업,"230,230 ","883,140,214 ","101,002,401,080 ",114.4 
202108,전체(시도),전체(시 / 군 / 구),하수폐기처리원료재생환경복원,"45,426 ","672,425,616 ","78,345,463,360 ",116.5 
202108,전체(시도),전체(시 / 군 / 구),협회단체/수리기타개인서비스업,"215,192 ","420,658,210 ","66,751,857,248 ",158.7 
202109,전체(시도),전체(시 / 군 / 구),"가구내고용,미분류자가소비생산",431 ,"338,052 ","55,535,637 ",164.3 
202109,전체(시도),전체(시 / 군 / 구),건설업 ,"85,020 ","300,586,354 ","41,041,845,401 ",136.5 
202109,전체(시도),전체(시 / 군 / 구),"공공행정, 국방 및 사회보장 행정","46,550 ","498,993,666 ","64,525,045,914 ",129.3 
202109,전체(시도),전체(시 / 군 / 구),광업 ,"3,811 ","141,378,520 ","16,927,514,165 ",119.7 
202109,전체(시도),전체(시 / 군 / 구),교육 서비스업,"70,712 ","682,130,550 ","72,499,675,600 ",106.3 
202109,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,238 ,"68,213,950 ","7,304,430,202 ",107.1 
202109,전체(시도),전체(시 / 군 / 구),금융 및 보험업 ,"15,690 ","136,074,405 ","17,135,308,586 ",125.9 
202109,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업 ","1,861,840 ","1,630,658,950 ","74,616,878,275 ",45.8 
202109,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"584,096 ","1,774,332,629 ","210,170,944,292 ",118.5 
202109,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,242 ","550,613,746 ","61,152,903,736 ",111.1 
202109,전체(시도),전체(시 / 군 / 구),부동산업 및 임대업 ,"1,162,126 ","3,309,007,650 ","426,667,351,992 ",128.9 
202109,전체(시도),전체(시 / 군 / 구),"사업시설관리,사업지원서비스업","70,945 ","113,008,629 ","15,246,399,974 ",134.9 
202109,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업 ,"499,450 ","1,314,598,597 ","163,476,363,265 ",124.4 
202109,전체(시도),전체(시 / 군 / 구),"예술,스포츠및여가관련서비스업","67,862 ","354,837,998 ","45,014,261,001 ",126.9 
202109,전체(시도),전체(시 / 군 / 구),운수업,"176,254 ","1,046,763,659 ","103,859,181,161 ",99.2 
202109,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 수도사업 ","123,711 ","1,130,904,023 ","115,875,213,487 ",102.5 
202109,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업 ","33,188 ","287,599,951 ","30,900,596,957 ",107.4 
202109,전체(시도),전체(시 / 군 / 구),제조업 ,"356,198 ","21,901,652,702 ","2,025,231,344,879 ",92.5 
202109,전체(시도),전체(시 / 군 / 구),"출판영상,방송통신정보서비스업","231,655 ","838,812,318 ","80,594,000,578 ",96.1 
202109,전체(시도),전체(시 / 군 / 구),하수폐기처리원료재생환경복원,"37,852 ","573,666,487 ","56,910,235,322 ",99.2 
202109,전체(시도),전체(시 / 군 / 구),"협회단체,수리기타개인서비스업","214,947 ","368,627,858 ","55,053,704,607 ",149.3 
202110,전체(시도),전체(시 / 군 / 구),"가구내고용,미분류자가소비생산",431 ,"309,140 ","47,287,856 ",153.0 
202110,전체(시도),전체(시 / 군 / 구),건설업 ,"84,900 ","271,042,531 ","35,201,867,740 ",129.9 
202110,전체(시도),전체(시 / 군 / 구),"공공행정, 국방 및 사회보장 행정","46,821 ","433,192,577 ","53,114,497,167 ",122.6 
202110,전체(시도),전체(시 / 군 / 구),광업 ,"3,799 ","145,284,345 ","16,512,540,470 ",113.7 
202110,전체(시도),전체(시 / 군 / 구),교육 서비스업,"70,698 ","601,892,972 ","59,338,133,546 ",98.6 
202110,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,238 ,"52,435,938 ","5,838,707,737 ",111.3 
202110,전체(시도),전체(시 / 군 / 구),금융 및 보험업 ,"15,660 ","116,107,494 ","14,000,835,522 ",120.6 
202110,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업 ","1,866,659 ","1,315,397,858 ","67,027,306,432 ",51.0 
202110,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"582,763 ","1,563,134,741 ","168,310,489,511 ",107.7 
202110,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,209 ","476,076,691 ","50,900,552,017 ",106.9 
202110,전체(시도),전체(시 / 군 / 구),부동산업 및 임대업 ,"1,164,889 ","2,859,263,326 ","345,938,175,072 ",121.0 
202110,전체(시도),전체(시 / 군 / 구),"사업시설관리,사업지원서비스업","70,772 ","103,015,717 ","12,976,814,840 ",126.0 
202110,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업 ,"498,889 ","1,136,837,942 ","125,994,445,200 ",110.8 
202110,전체(시도),전체(시 / 군 / 구),"예술,스포츠및여가관련서비스업","67,746 ","329,335,008 ","38,912,421,678 ",118.2 
202110,전체(시도),전체(시 / 군 / 구),운수업,"177,052 ","970,227,996 ","94,452,345,849 ",97.4 
202110,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 수도사업 ","125,424 ","1,161,836,405 ","117,881,849,861 ",101.5 
202110,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업 ","33,174 ","266,559,475 ","28,264,439,359 ",106.0 
202110,전체(시도),전체(시 / 군 / 구),제조업 ,"356,497 ","21,511,133,638 ","1,972,434,892,402 ",91.7 
202110,전체(시도),전체(시 / 군 / 구),"출판영상,방송통신정보서비스업","232,978 ","812,761,627 ","72,158,174,289 ",88.8 
202110,전체(시도),전체(시 / 군 / 구),하수폐기처리원료재생환경복원,"37,878 ","560,559,651 ","53,749,019,681 ",95.9 
202110,전체(시도),전체(시 / 군 / 구),"협회단체,수리기타개인서비스업","214,659 ","336,691,391 ","46,427,758,571 ",137.9 
202111,전체(시도),전체(시 / 군 / 구),"가구내고용,미분류자가소비생산",428 ,"329,392 ","52,043,009 ",158.0 
202111,전체(시도),전체(시 / 군 / 구),건설업 ,"85,865 ","307,609,378 ","43,059,234,702 ",140.0 
202111,전체(시도),전체(시 / 군 / 구),"공공행정, 국방 및 사회보장 행정","47,172 ","455,482,742 ","61,628,321,945 ",135.3 
202111,전체(시도),전체(시 / 군 / 구),광업 ,"3,801 ","163,209,817 ","21,726,411,968 ",133.1 
202111,전체(시도),전체(시 / 군 / 구),교육 서비스업,"70,918 ","715,398,575 ","78,643,877,598 ",109.9 
202111,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,237 ,"52,448,644 ","5,848,241,486 ",111.5 
202111,전체(시도),전체(시 / 군 / 구),금융 및 보험업 ,"15,648 ","114,843,458 ","16,091,394,003 ",140.1 
202111,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업 ","2,423,575 ","1,749,140,073 ","79,018,413,138 ",45.2 
202111,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"581,811 ","1,459,886,453 ","185,276,152,448 ",126.9 
202111,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,225 ","502,699,237 ","60,850,217,837 ",121.0 
