년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh),연도,월
202201,황해북도,전체,하수폐기처리원료재생환경복원,5호미만제거,-,-,-,2022,01
202201,황해북도,전체,합계,9 ,0 ,0 ,�,2022,01
202202,강원도,전체,"가구내고용,미분류자가소비생산",13 ,"12,299 ","1,821,598 ",148.1 ,2022,02
202202,강원도,전체,건설업 ,"5,407 ","18,985,765 ","2,521,864,585 ",132.8 ,2022,02
202202,강원도,전체,"공공행정, 국방 및 사회보장 행정","6,195 ","72,969,324 ","9,190,327,809 ",125.9 ,2022,02
202202,강원도,전체,광업 ,246 ,"35,963,357 ","4,498,717,333 ",125.1 ,2022,02
202202,강원도,전체,교육 서비스업,"3,581 ","41,919,967 ","4,236,136,409 ",101.1 ,2022,02
202202,강원도,전체,국제 및 외국기관,5호미만제거,-,-,-,2022,02
202202,강원도,전체,금융 및 보험업 ,"1,072 ","6,804,343 ","903,139,202 ",132.7 ,2022,02
202202,강원도,전체,"농업, 임업 및 어업 ","118,018 ","67,913,692 ","3,545,230,045 ",52.2 ,2022,02
202202,강원도,전체,도매 및 소매업,"24,718 ","63,843,764 ","8,159,411,548 ",127.8 ,2022,02
202202,강원도,전체,보건업 및 사회복지 서비스업,"3,771 ","28,301,875 ","3,095,662,849 ",109.4 ,2022,02
202202,강원도,전체,부동산업 및 임대업 ,"29,569 ","68,548,299 ","9,197,133,720 ",134.2 ,2022,02
202202,강원도,전체,"사업시설관리,사업지원서비스업","2,108 ","4,373,379 ","592,054,863 ",135.4 ,2022,02
202202,강원도,전체,숙박 및 음식점업 ,"36,689 ","121,067,557 ","15,149,271,295 ",125.1 ,2022,02
202202,강원도,전체,"예술,스포츠및여가관련서비스업","4,108 ","32,135,441 ","4,280,869,218 ",133.2 ,2022,02
202202,강원도,전체,운수업,"6,735 ","23,806,350 ","3,341,962,595 ",140.4 ,2022,02
202202,강원도,전체,"전기, 가스, 증기 및 수도사업 ","8,251 ","53,513,642 ","6,919,172,382 ",129.3 ,2022,02
202202,강원도,전체,"전문, 과학 및 기술 서비스업 ","2,034 ","5,662,556 ","762,317,978 ",134.6 ,2022,02
202202,강원도,전체,제조업 ,"7,798 ","404,323,459 ","44,173,588,590 ",109.3 ,2022,02
202202,강원도,전체,"출판영상,방송통신정보서비스업","15,937 ","38,837,547 ","4,496,004,674 ",115.8 ,2022,02
202202,강원도,전체,하수폐기처리원료재생환경복원,"3,725 ","26,369,898 ","3,130,732,459 ",118.7 ,2022,02
202202,강원도,전체,"협회단체,수리기타개인서비스업","10,433 ","26,475,989 ","3,480,310,520 ",131.5 ,2022,02
202202,강원도,전체,합계,"290,408 ","1,141,828,503 ","131,675,729,672 ",115.3,2022,02
202202,경기도,전체,"가구내고용,미분류자가소비생산",64 ,"80,806 ","12,238,774 ",151.5 ,2022,02
202202,경기도,전체,건설업 ,"25,831 ","150,952,325 ","19,914,000,219 ",131.9 ,2022,02
202202,경기도,전체,"공공행정, 국방 및 사회보장 행정","7,695 ","161,575,079 ","20,078,423,673 ",124.3 ,2022,02
202202,경기도,전체,광업 ,767 ,"22,088,309 ","3,163,385,764 ",143.2 ,2022,02
202202,경기도,전체,교육 서비스업,"12,323 ","194,038,464 ","19,924,300,823 ",102.7 ,2022,02
202202,경기도,전체,국제 및 외국기관,40 ,"42,482,625 ","4,623,336,288 ",108.8 ,2022,02
202202,경기도,전체,금융 및 보험업 ,"2,094 ","25,556,592 ","3,364,912,459 ",131.7 ,2022,02
202202,경기도,전체,"농업, 임업 및 어업 ","242,863 ","303,153,509 ","14,790,505,630 ",48.8 ,2022,02
202202,경기도,전체,도매 및 소매업,"117,366 ","506,489,924 ","65,177,065,308 ",128.7 ,2022,02
202202,경기도,전체,보건업 및 사회복지 서비스업,"10,916 ","126,546,814 ","14,293,602,073 ",113 ,2022,02
202202,경기도,전체,부동산업 및 임대업 ,"318,018 ","1,112,496,980 ","149,607,342,782 ",134.5 ,2022,02
202202,경기도,전체,"사업시설관리,사업지원서비스업","11,323 ","38,207,273 ","5,048,694,832 ",132.1 ,2022,02
202202,경기도,전체,숙박 및 음식점업 ,"77,183 ","232,503,375 ","29,986,367,777 ",129 ,2022,02
202202,경기도,전체,"예술,스포츠및여가관련서비스업","11,411 ","104,189,405 ","13,611,234,411 ",130.6 ,2022,02
202202,경기도,전체,운수업,"31,878 ","305,751,562 ","38,115,143,786 ",124.7 ,2022,02
202202,경기도,전체,"전기, 가스, 증기 및 수도사업 ","27,208 ","301,365,200 ","35,802,617,751 ",118.8 ,2022,02
202202,경기도,전체,"전문, 과학 및 기술 서비스업 ","5,929 ","77,461,939 ","9,886,279,900 ",127.6 ,2022,02
202202,경기도,전체,제조업 ,"121,245 ","5,622,956,003 ","652,091,111,976 ",116 ,2022,02
202202,경기도,전체,"출판영상,방송통신정보서비스업","48,630 ","283,566,264 ","31,651,628,260 ",111.6 ,2022,02
202202,경기도,전체,하수폐기처리원료재생환경복원,"6,538 ","144,095,591 ","16,715,599,023 ",116 ,2022,02
202202,경기도,전체,"협회단체,수리기타개인서비스업","36,836 ","119,675,180 ","16,001,263,618 ",133.7 ,2022,02
202202,경기도,전체,합계,"1,116,158 ","9,875,233,219 ","1,163,859,055,127 ",117.9,2022,02
202202,경상남도,전체,"가구내고용,미분류자가소비생산",91 ,"49,138 ","10,193,632 ",207.4 ,2022,02
202202,경상남도,전체,건설업 ,"6,816 ","28,387,784 ","3,900,229,673 ",137.4 ,2022,02
202202,경상남도,전체,"공공행정, 국방 및 사회보장 행정","4,663 ","43,282,442 ","5,762,285,647 ",133.1 ,2022,02
202202,경상남도,전체,광업 ,221 ,"5,086,741 ","861,571,929 ",169.4 ,2022,02
