년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh),연도,월
202005,충청남도,전체,보건업 및 사회복지 서비스업,"4,197 ","17,522,537 ","1,931,942,033 ",110.3 ,2020,05
202005,충청남도,전체,부동산업,"47,454 ","72,898,072 ","9,505,101,244 ",130.4 ,2020,05
202005,충청남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","4,966 ","6,349,244 ","860,288,098 ",135.5 ,2020,05
202005,충청남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,741 ","64,474,589 ","6,215,918,902 ",96.4 ,2020,05
202005,충청남도,전체,숙박 및 음식점업,"30,181 ","56,922,589 ","6,708,904,324 ",117.9 ,2020,05
202005,충청남도,전체,"예술, 스포츠 및 여가관련 서비스업","3,750 ","11,675,882 ","1,582,561,216 ",135.5 ,2020,05
202005,충청남도,전체,운수 및 창고업,"13,010 ","28,805,916 ","2,690,777,071 ",93.4 ,2020,05
202005,충청남도,전체,"전기, 가스, 증기 및 공기 조절 공급업","3,114 ","60,066,117 ","6,950,561,129 ",115.7 ,2020,05
202005,충청남도,전체,"전문, 과학 및 기술 서비스업","1,885 ","8,845,941 ","981,527,268 ",111 ,2020,05
202005,충청남도,전체,정보통신업,"10,791 ","21,440,683 ","1,985,893,325 ",92.6 ,2020,05
202005,충청남도,전체,제조업,"16,871 ","2,891,869,183 ","259,043,372,776 ",89.6 ,2020,05
202005,충청남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","11,670 ","18,324,752 ","2,542,701,601 ",138.8 ,2020,05
202005,충청남도,전체,합계,"392,566 ","3,540,128,731 ","323,500,098,927 ",91.4,2020,05
202006,충청남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,5 ,"3,778 ","495,549 ",131.2 ,2020,06
202006,충청남도,전체,건설업,"5,974 ","10,981,730 ","1,636,297,311 ",149 ,2020,06
202006,충청남도,전체,"공공 행정, 국방 및 사회보장 행정","2,377 ","20,641,912 ","2,880,846,335 ",139.6 ,2020,06
202006,충청남도,전체,광업,231 ,"14,556,385 ","2,115,796,830 ",145.4 ,2020,06
202006,충청남도,전체,교육 서비스업,"3,545 ","29,797,915 ","3,835,887,781 ",128.7 ,2020,06
202006,충청남도,전체,국제 및 외국기관,5호미만제거,-,-,-,2020,06
202006,충청남도,전체,금융 및 보험업,882 ,"4,727,794 ","686,739,121 ",145.3 ,2020,06
202006,충청남도,전체,"농업, 임업 및 어업","193,838 ","160,731,824 ","7,483,957,128 ",46.6 ,2020,06
202006,충청남도,전체,도매 및 소매업,"32,018 ","68,733,691 ","8,726,611,913 ",127 ,2020,06
202006,충청남도,전체,보건업 및 사회복지 서비스업,"4,192 ","17,526,596 ","2,299,912,696 ",131.2 ,2020,06
202006,충청남도,전체,부동산업,"47,811 ","81,652,772 ","11,668,167,040 ",142.9 ,2020,06
202006,충청남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","4,961 ","6,718,116 ","1,022,092,147 ",152.1 ,2020,06
202006,충청남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,745 ","66,779,881 ","7,690,937,675 ",115.2 ,2020,06
202006,충청남도,전체,숙박 및 음식점업,"30,198 ","59,969,421 ","7,954,688,561 ",132.6 ,2020,06
202006,충청남도,전체,"예술, 스포츠 및 여가관련 서비스업","3,748 ","13,045,208 ","1,952,869,824 ",149.7 ,2020,06
202006,충청남도,전체,운수 및 창고업,"13,080 ","31,956,349 ","3,380,039,161 ",105.8 ,2020,06
202006,충청남도,전체,"전기, 가스, 증기 및 공기 조절 공급업","3,166 ","52,600,883 ","7,460,411,669 ",141.8 ,2020,06
202006,충청남도,전체,"전문, 과학 및 기술 서비스업","1,886 ","9,733,803 ","1,295,412,432 ",133.1 ,2020,06
202006,충청남도,전체,정보통신업,"10,809 ","22,463,327 ","2,471,274,815 ",110 ,2020,06
202006,충청남도,전체,제조업,"16,934 ","3,006,758,796 ","343,445,363,162 ",114.2 ,2020,06
202006,충청남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","11,645 ","17,602,109 ","2,772,167,421 ",157.5 ,2020,06
202006,충청남도,전체,합계,"394,045 ","3,696,982,290 ","420,779,968,571 ",113.8,2020,06
202007,충청남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,5 ,"3,671 ","560,190 ",152.6 ,2020,07
202007,충청남도,전체,건설업,"5,981 ","11,081,990 ","1,839,573,761 ",166 ,2020,07
202007,충청남도,전체,"공공 행정, 국방 및 사회보장 행정","2,398 ","22,424,951 ","3,329,325,480 ",148.5 ,2020,07
202007,충청남도,전체,광업,231 ,"14,526,242 ","2,193,742,159 ",151 ,2020,07
202007,충청남도,전체,교육 서비스업,"3,557 ","34,623,439 ","4,367,891,258 ",126.2 ,2020,07
202007,충청남도,전체,국제 및 외국기관,5호미만제거,-,-,-,2020,07
202007,충청남도,전체,금융 및 보험업,878 ,"5,239,034 ","825,279,282 ",157.5 ,2020,07
202007,충청남도,전체,"농업, 임업 및 어업","194,627 ","147,318,372 ","7,369,996,613 ",50 ,2020,07
202007,충청남도,전체,도매 및 소매업,"31,938 ","72,954,660 ","10,549,493,992 ",144.6 ,2020,07
202007,충청남도,전체,보건업 및 사회복지 서비스업,"4,186 ","18,723,700 ","2,676,678,059 ",143 ,2020,07
202007,충청남도,전체,부동산업,"48,149 ","89,868,027 ","14,216,245,333 ",158.2 ,2020,07
202007,충청남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","4,968 ","7,363,432 ","1,197,092,191 ",162.6 ,2020,07
202007,충청남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,758 ","67,442,698 ","8,171,452,741 ",121.2 ,2020,07
202007,충청남도,전체,숙박 및 음식점업,"30,195 ","65,783,525 ","9,906,013,880 ",150.6 ,2020,07
202007,충청남도,전체,"예술, 스포츠 및 여가관련 서비스업","3,762 ","14,559,181 ","2,302,525,922 ",158.1 ,2020,07
202007,충청남도,전체,운수 및 창고업,"13,141 ","32,367,706 ","3,547,470,284 ",109.6 ,2020,07
202007,충청남도,전체,"전기, 가스, 증기 및 공기 조절 공급업","3,222 ","64,853,063 ","8,778,561,955 ",135.4 ,2020,07
202007,충청남도,전체,"전문, 과학 및 기술 서비스업","1,887 ","10,745,248 ","1,474,113,246 ",137.2 ,2020,07
202007,충청남도,전체,정보통신업,"10,830 ","22,931,084 ","2,947,866,350 ",128.6 ,2020,07
202007,충청남도,전체,제조업,"16,997 ","3,179,524,358 ","367,078,485,942 ",115.5 ,2020,07
202007,충청남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","11,628 ","17,343,666 ","3,097,496,055 ",178.6 ,2020,07
202007,충청남도,전체,합계,"395,338 ","3,899,678,047 ","455,869,864,693 ",116.9,2020,07
202008,충청남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,5 ,"4,267 ","623,204 ",146.1 ,2020,08
202008,충청남도,전체,건설업,"5,896 ","11,066,913 ","1,807,831,490 ",163.4 ,2020,08
202008,충청남도,전체,"공공 행정, 국방 및 사회보장 행정","2,375 ","24,702,680 ","3,556,590,117 ",144 ,2020,08
202008,충청남도,전체,광업,229 ,"11,978,732 ","1,873,101,284 ",156.4 ,2020,08
202008,충청남도,전체,교육 서비스업,"3,550 ","34,683,570 ","4,190,405,686 ",120.8 ,2020,08
202008,충청남도,전체,국제 및 외국기관,5호미만제거,-,-,-,2020,08
202008,충청남도,전체,금융 및 보험업,878 ,"5,624,664 ","858,022,572 ",152.5 ,2020,08
202008,충청남도,전체,"농업, 임업 및 어업","195,603 ","182,585,834 ","8,970,606,948 ",49.1 ,2020,08
202008,충청남도,전체,도매 및 소매업,"31,891 ","79,787,251 ","11,230,951,761 ",140.8 ,2020,08
202008,충청남도,전체,보건업 및 사회복지 서비스업,"4,185 ","21,277,185 ","2,883,460,166 ",135.5 ,2020,08
202008,충청남도,전체,부동산업,"48,446 ","98,669,878 ","15,076,517,629 ",152.8 ,2020,08
202008,충청남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","4,968 ","7,776,000 ","1,229,537,817 ",158.1 ,2020,08
202008,충청남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,917 ","70,198,069 ","8,465,102,346 ",120.6 ,2020,08
202008,충청남도,전체,숙박 및 음식점업,"30,179 ","75,947,875 ","10,976,400,914 ",144.5 ,2020,08
202008,충청남도,전체,"예술, 스포츠 및 여가관련 서비스업","3,763 ","16,172,818 ","2,377,699,752 ",147 ,2020,08
202008,충청남도,전체,운수 및 창고업,"13,088 ","34,201,325 ","3,552,866,289 ",103.9 ,2020,08
202008,충청남도,전체,"전기, 가스, 증기 및 공기 조절 공급업","3,261 ","47,385,388 ","6,721,944,221 ",141.9 ,2020,08
202008,충청남도,전체,"전문, 과학 및 기술 서비스업","1,886 ","11,243,055 ","1,504,963,141 ",133.9 ,2020,08
202008,충청남도,전체,정보통신업,"10,901 ","23,503,975 ","2,992,227,152 ",127.3 ,2020,08
202008,충청남도,전체,제조업,"17,036 ","3,246,343,482 ","363,452,508,923 ",112 ,2020,08
202008,충청남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","11,615 ","18,898,866 ","3,253,925,404 ",172.2 ,2020,08
202008,충청남도,전체,합계,"396,672 ","4,022,051,827 ","454,975,286,816 ",113.1,2020,08
202009,충청남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,5 ,"3,695 ","490,879 ",132.8 ,2020,09
